Iteration 1, loss = 0.69418712
Iteration 2, loss = 1.64937370
Iteration 3, loss = 0.64979264
Iteration 4, loss = 0.83573297
Iteration 5, loss = 0.88197741
Iteration 6, loss = 0.64543618
Iteration 7, loss = 0.62293940
Iteration 8, loss = 0.78409902
Iteration 9, loss = 0.53454803
Iteration 10, loss = 0.63388034
Iteration 11, loss = 0.60843894
Iteration 12, loss = 0.60822417
Iteration 13, loss = 0.60217828
Iteration 14, loss = 0.57797779
Iteration 15, loss = 0.54966328
Iteration 16, loss = 0.64225798
Iteration 17, loss = 0.66047492
Iteration 18, loss = 0.62768651
Iteration 19, loss = 0.62133107
Iteration 20, loss = 0.59278398
Iteration 21, loss = 0.69538462
Iteration 22, loss = 0.66091179
Iteration 23, loss = 0.56039153
Iteration 24, loss = 0.64848875
Iteration 25, loss = 0.71118461
Iteration 26, loss = 0.71581002
Iteration 27, loss = 0.67530449
Iteration 28, loss = 0.62344981
Iteration 29, loss = 0.59139700
Iteration 30, loss = 0.61114465
Iteration 31, loss = 0.59735991
Iteration 32, loss = 0.60669462
Iteration 33, loss = 0.61745534
Iteration 34, loss = 0.60893245
Iteration 35, loss = 0.64618983
Iteration 36, loss = 0.57606470
Iteration 37, loss = 0.56874950
Iteration 38, loss = 0.59489996
Iteration 39, loss = 0.47556173
Iteration 40, loss = 0.44275304
Iteration 41, loss = 0.61856575
Iteration 42, loss = 0.47834021
Iteration 43, loss = 0.48493665
Iteration 44, loss = 0.50652733
Iteration 45, loss = 0.50246744
Iteration 46, loss = 0.45335223
Iteration 47, loss = 0.45954780
Iteration 48, loss = 0.46529116
Iteration 49, loss = 0.39096886
Iteration 50, loss = 0.44328433
Iteration 51, loss = 0.36224511
Iteration 52, loss = 0.39242187
Iteration 53, loss = 0.41817885
Iteration 54, loss = 0.38463231
Iteration 55, loss = 0.33043254
Iteration 56, loss = 0.30546740
Iteration 57, loss = 0.29191471
Iteration 58, loss = 0.32650197
Iteration 59, loss = 0.29823734
Iteration 60, loss = 0.30002580
Iteration 61, loss = 0.29993530
Iteration 62, loss = 0.27696316
Iteration 63, loss = 0.27939939
Iteration 64, loss = 0.25448774
Iteration 65, loss = 0.28153711
Iteration 66, loss = 0.23571979
Iteration 67, loss = 0.26774391
Iteration 68, loss = 0.25111817
Iteration 69, loss = 0.24308974
Iteration 70, loss = 0.25971151
Iteration 71, loss = 0.28527547
Iteration 72, loss = 0.23489449
Iteration 73, loss = 0.24695475
Iteration 74, loss = 0.25954788
