Iteration 1, loss = 0.73177771
Iteration 2, loss = 1.24759354
Iteration 3, loss = 1.14424973
Iteration 4, loss = 0.83971500
Iteration 5, loss = 0.63932270
Iteration 6, loss = 0.52974918
Iteration 7, loss = 0.51005086
Iteration 8, loss = 0.51115912
Iteration 9, loss = 0.51305253
Iteration 10, loss = 0.57685272
Iteration 11, loss = 0.55491302
Iteration 12, loss = 0.64489258
Iteration 13, loss = 0.51498396
Iteration 14, loss = 0.52971406
Iteration 15, loss = 0.61921127
Iteration 16, loss = 0.63381071
Iteration 17, loss = 0.62337069
Iteration 18, loss = 0.60604111
Iteration 19, loss = 0.54354386
Iteration 20, loss = 0.41782041
Iteration 21, loss = 0.57394005
Iteration 22, loss = 0.53099615
Iteration 23, loss = 0.53540438
Iteration 24, loss = 0.54092185
Iteration 25, loss = 0.44400760
Iteration 26, loss = 0.43776200
Iteration 27, loss = 0.41550469
Iteration 28, loss = 0.43891341
Iteration 29, loss = 0.44090347
Iteration 30, loss = 0.36958549
Iteration 31, loss = 0.30030179
Iteration 32, loss = 0.40518215
Iteration 33, loss = 0.38702729
Iteration 34, loss = 0.32732498
Iteration 35, loss = 0.31127370
Iteration 36, loss = 0.27517826
Iteration 37, loss = 0.29711727
Iteration 38, loss = 0.29255477
Iteration 39, loss = 0.26640843
Iteration 40, loss = 0.23735763
Iteration 41, loss = 0.23302736
Iteration 42, loss = 0.21215988
Iteration 43, loss = 0.24799975
Iteration 44, loss = 0.24549372
Iteration 45, loss = 0.20924874
Iteration 46, loss = 0.22557526
Iteration 47, loss = 0.20866964
Iteration 48, loss = 0.21829384
Iteration 49, loss = 0.20083473
Iteration 50, loss = 0.22555784
Iteration 51, loss = 0.21189989
Iteration 52, loss = 0.19172350
Iteration 53, loss = 0.20551267
Iteration 54, loss = 0.17678254
Iteration 55, loss = 0.18530084
Iteration 56, loss = 0.18184586
Iteration 57, loss = 0.15420098
Iteration 58, loss = 0.16741170
Iteration 59, loss = 0.15477477
Iteration 60, loss = 0.15173513
Iteration 61, loss = 0.16549961
Iteration 62, loss = 0.15727151
Iteration 63, loss = 0.13466338
Iteration 64, loss = 0.12502561
Iteration 65, loss = 0.15912324
Iteration 66, loss = 0.14561297
Iteration 67, loss = 0.13161471
Iteration 68, loss = 0.15425428
Iteration 69, loss = 0.15422803
Iteration 70, loss = 0.11728636
Iteration 71, loss = 0.18059918
Iteration 72, loss = 0.14746152
Iteration 73, loss = 0.12245289
Iteration 74, loss = 0.13058946
Iteration 75, loss = 0.13303403
Iteration 76, loss = 0.11705654
Iteration 77, loss = 0.15069806
Iteration 78, loss = 0.11703905
Iteration 79, loss = 0.14512427
Iteration 80, loss = 0.26871525
Iteration 81, loss = 0.25182539
Iteration 82, loss = 0.10094031
Iteration 83, loss = 0.19190265
Iteration 84, loss = 0.11808327
Iteration 85, loss = 0.18171698
Iteration 86, loss = 0.09990074
Iteration 87, loss = 0.14083399
Iteration 88, loss = 0.12072966
Iteration 89, loss = 0.11658785
Iteration 90, loss = 0.13571743
Iteration 91, loss = 0.10092471
Iteration 92, loss = 0.11834387
Iteration 93, loss = 0.10942396
Iteration 94, loss = 0.11724754
Iteration 95, loss = 0.10109606
Iteration 96, loss = 0.09833266
Iteration 97, loss = 0.09992432
Iteration 98, loss = 0.10358661
Iteration 99, loss = 0.09500051
Iteration 100, loss = 0.09707473
Iteration 101, loss = 0.08983572
Iteration 102, loss = 0.09835652
Iteration 103, loss = 0.08535912
Iteration 104, loss = 0.09067838
Iteration 105, loss = 0.08154565
Iteration 106, loss = 0.08824879
Iteration 107, loss = 0.08196287
Iteration 108, loss = 0.08715550
Iteration 109, loss = 0.08162518
Iteration 110, loss = 0.08533048
Iteration 111, loss = 0.08370740
Iteration 112, loss = 0.07989077
Iteration 113, loss = 0.08120448
Iteration 114, loss = 0.07689479
Iteration 115, loss = 0.07867549
Iteration 116, loss = 0.07384972
Iteration 117, loss = 0.07572173
Iteration 118, loss = 0.07207271
Iteration 119, loss = 0.07321550
Iteration 120, loss = 0.06971750
Iteration 121, loss = 0.07079321
Iteration 122, loss = 0.06815714
Iteration 123, loss = 0.06878578
Iteration 124, loss = 0.06714744
Iteration 125, loss = 0.06614884
Iteration 126, loss = 0.06643455
Iteration 127, loss = 0.06450716
Iteration 128, loss = 0.06530418
Iteration 129, loss = 0.06558643
Iteration 130, loss = 0.06267970
Iteration 131, loss = 0.06436815
Iteration 132, loss = 0.06562156
Iteration 133, loss = 0.06140793
Iteration 134, loss = 0.06378820
Iteration 135, loss = 0.06876483
Iteration 136, loss = 0.06536469
Iteration 137, loss = 0.06021241
Iteration 138, loss = 0.06160376
Iteration 139, loss = 0.06701196
Iteration 140, loss = 0.07225856
Iteration 141, loss = 0.07602603
Iteration 142, loss = 0.06616564
Iteration 143, loss = 0.07410024
Iteration 144, loss = 0.14076181
Iteration 145, loss = 0.25000601
Iteration 146, loss = 0.13984604
Iteration 147, loss = 0.27949404
Iteration 148, loss = 0.38195022
Iteration 149, loss = 0.42082729
Iteration 150, loss = 0.15451624
Iteration 151, loss = 0.48752816
Iteration 152, loss = 0.15472401
Iteration 153, loss = 0.32705325
Iteration 154, loss = 0.10874272
Iteration 155, loss = 0.25649589
Iteration 156, loss = 0.13731717
Iteration 157, loss = 0.21658444
Iteration 158, loss = 0.36992136
Iteration 159, loss = 0.14561532
Iteration 160, loss = 0.20641362
Iteration 161, loss = 0.29393442
Iteration 162, loss = 0.16004510
Iteration 163, loss = 0.34149578
Iteration 164, loss = 0.19092217
Iteration 165, loss = 0.18941030
Iteration 166, loss = 0.31716563
Iteration 167, loss = 0.19638870
Iteration 168, loss = 0.18291648
Iteration 169, loss = 0.23784492
Iteration 170, loss = 0.14930452
Iteration 171, loss = 0.18470737
Iteration 172, loss = 0.22736420
Iteration 173, loss = 0.19853837
Iteration 174, loss = 0.17226814
Iteration 175, loss = 0.17661344
Iteration 176, loss = 0.19152222
Iteration 177, loss = 0.14337022
Iteration 178, loss = 0.16944693
Iteration 179, loss = 0.17811505
Iteration 180, loss = 0.14073291
Iteration 181, loss = 0.15984424
Iteration 182, loss = 0.13935582
Iteration 183, loss = 0.12708634
Iteration 184, loss = 0.14927315
Iteration 185, loss = 0.12908231
Iteration 186, loss = 0.13145540
Iteration 187, loss = 0.13584783
Iteration 188, loss = 0.11470662
Iteration 189, loss = 0.13126295
Iteration 190, loss = 0.11423320
Iteration 191, loss = 0.11944007
Iteration 192, loss = 0.12480135
Iteration 193, loss = 0.10539954
Iteration 194, loss = 0.13091941
Iteration 195, loss = 0.10612341
Iteration 196, loss = 0.13331445
Iteration 197, loss = 0.11122756
Iteration 198, loss = 0.11562215
Iteration 199, loss = 0.10663164
Iteration 200, loss = 0.11183308
Iteration 201, loss = 0.12152576
Iteration 202, loss = 0.10823799
Iteration 203, loss = 0.11230463
Iteration 204, loss = 0.09975725
Iteration 205, loss = 0.10746393
Iteration 206, loss = 0.09744005
Iteration 207, loss = 0.10240018
Iteration 208, loss = 0.09211931
Iteration 209, loss = 0.09644438
Iteration 210, loss = 0.09970164
Iteration 211, loss = 0.08951504
Iteration 212, loss = 0.10294648
Iteration 213, loss = 0.08938637
Iteration 214, loss = 0.09478424
Iteration 215, loss = 0.08786939
Iteration 216, loss = 0.09488581
Iteration 217, loss = 0.08564086
Iteration 218, loss = 0.08873547
Iteration 219, loss = 0.08228697
Iteration 220, loss = 0.08705557
Iteration 221, loss = 0.08274892
Iteration 222, loss = 0.08304122
Iteration 223, loss = 0.08218621
Iteration 224, loss = 0.07986212
Iteration 225, loss = 0.08157247
Iteration 226, loss = 0.07805288
Iteration 227, loss = 0.08053728
Iteration 228, loss = 0.07739491
Iteration 229, loss = 0.07787074
Iteration 230, loss = 0.07740645
Iteration 231, loss = 0.07555996
Iteration 232, loss = 0.07666453
Iteration 233, loss = 0.07465532
Iteration 234, loss = 0.07486218
Iteration 235, loss = 0.07475373
Iteration 236, loss = 0.07320838
Iteration 237, loss = 0.07390828
Iteration 238, loss = 0.07312431
Iteration 239, loss = 0.07189602
Iteration 240, loss = 0.07255165
Iteration 241, loss = 0.07177344
Iteration 242, loss = 0.07065621
Iteration 243, loss = 0.07106843
Iteration 244, loss = 0.07060784
Iteration 245, loss = 0.06951362
Iteration 246, loss = 0.06969199
Iteration 247, loss = 0.06956235
Iteration 248, loss = 0.06853889
Iteration 249, loss = 0.06835453
Iteration 250, loss = 0.06842606
Iteration 251, loss = 0.06771725
Iteration 252, loss = 0.06712897
Iteration 253, loss = 0.06712647
Iteration 254, loss = 0.06692958
Iteration 255, loss = 0.06634759
Iteration 256, loss = 0.06586642
Iteration 257, loss = 0.06568159
Iteration 258, loss = 0.06562156
Iteration 259, loss = 0.06534284
Iteration 260, loss = 0.06476525
Iteration 261, loss = 0.06444925
Iteration 262, loss = 0.06408292
Iteration 263, loss = 0.06400259
Iteration 264, loss = 0.06380106
Iteration 265, loss = 0.06372849
Iteration 266, loss = 0.06338212
Iteration 267, loss = 0.06319107
Iteration 268, loss = 0.06280445
Iteration 269, loss = 0.06263547
Iteration 270, loss = 0.06235884
Iteration 271, loss = 0.06237419
Iteration 272, loss = 0.06225845
Iteration 273, loss = 0.06271902
Iteration 274, loss = 0.06224981
Iteration 275, loss = 0.06263257
Iteration 276, loss = 0.06152801
Iteration 277, loss = 0.06144031
Iteration 278, loss = 0.06106220
Iteration 279, loss = 0.06177607
Iteration 280, loss = 0.06097327
Iteration 281, loss = 0.06168656
Iteration 282, loss = 0.06026055
Iteration 283, loss = 0.06037306
Iteration 284, loss = 0.05999686
Iteration 285, loss = 0.06140126
Iteration 286, loss = 0.05944436
Iteration 287, loss = 0.05944942
Iteration 288, loss = 0.05929728
Iteration 289, loss = 0.06143629
Iteration 290, loss = 0.05837592
Iteration 291, loss = 0.05775751
Iteration 292, loss = 0.05770055
Iteration 293, loss = 0.05917494
Iteration 294, loss = 0.05992048
Iteration 295, loss = 0.06612980
Iteration 296, loss = 0.05902161
Iteration 297, loss = 0.05791898
Iteration 298, loss = 0.05684745
Iteration 299, loss = 0.05729843
Iteration 300, loss = 0.05776131
Iteration 301, loss = 0.06192440
Iteration 302, loss = 0.05552589
Iteration 303, loss = 0.06182256
Iteration 304, loss = 0.11944233
Iteration 305, loss = 0.38295701
Iteration 306, loss = 0.51475923
Iteration 307, loss = 0.51256991
Iteration 308, loss = 0.06959784
Iteration 309, loss = 0.45117813
Iteration 310, loss = 0.35593647
Iteration 311, loss = 0.50661748
Iteration 312, loss = 0.48691985
Iteration 313, loss = 0.56154663
Iteration 314, loss = 0.51484340
Iteration 315, loss = 0.56322491
Iteration 316, loss = 0.52935680
Iteration 317, loss = 0.53168710
Iteration 318, loss = 0.66665536
Iteration 319, loss = 0.51119359
Iteration 320, loss = 0.63976265
Iteration 321, loss = 0.46337452
Iteration 322, loss = 0.44628205
Iteration 323, loss = 0.42205416
Iteration 324, loss = 0.29644633
Iteration 325, loss = 0.14877898
Iteration 326, loss = 0.34256953
Iteration 327, loss = 0.40866566
Iteration 328, loss = 0.17125080
Iteration 329, loss = 0.51478048
Iteration 330, loss = 0.54492602
Iteration 331, loss = 0.31054204
Iteration 332, loss = 0.20767798
Iteration 333, loss = 0.45547444
Iteration 334, loss = 0.27814145
Iteration 335, loss = 0.13464570
Iteration 336, loss = 0.23781378
