Iteration 1, loss = 0.71038771
Iteration 2, loss = 5.46305570
Iteration 3, loss = 2.36371453
Iteration 4, loss = 1.32054346
Iteration 5, loss = 2.99541600
Iteration 6, loss = 1.19681824
Iteration 7, loss = 0.82397787
Iteration 8, loss = 0.86331974
Iteration 9, loss = 0.89915509
Iteration 10, loss = 1.55833958
Iteration 11, loss = 0.97738575
Iteration 12, loss = 1.00690985
Iteration 13, loss = 1.52719511
Iteration 14, loss = 2.02817598
Iteration 15, loss = 0.89972831
Iteration 16, loss = 0.84854521
Iteration 17, loss = 1.60928409
Iteration 18, loss = 2.08732563
Iteration 19, loss = 1.45729261
Iteration 20, loss = 3.23308870
Iteration 21, loss = 1.92617047
Iteration 22, loss = 1.38668734
Iteration 23, loss = 0.79477642
Iteration 24, loss = 3.14363436
Iteration 25, loss = 1.14738329
Iteration 26, loss = 1.35846823
Iteration 27, loss = 1.19045816
Iteration 28, loss = 0.97633748
Iteration 29, loss = 1.13688447
Iteration 30, loss = 1.27593947
Iteration 31, loss = 1.03864582
Iteration 32, loss = 1.85725130
Iteration 33, loss = 0.95056265
Iteration 34, loss = 0.93465449
Iteration 35, loss = 0.98295800
Iteration 36, loss = 1.12193364
Iteration 37, loss = 1.04837105
Iteration 38, loss = 0.94993942
Iteration 39, loss = 0.98361231
Iteration 40, loss = 0.94635713
Iteration 41, loss = 0.99151693
Iteration 42, loss = 1.03181168
Iteration 43, loss = 1.39825814
Iteration 44, loss = 1.25362169
Iteration 45, loss = 1.16099075
Iteration 46, loss = 1.05837817
Iteration 47, loss = 0.96347310
Iteration 48, loss = 1.04581683
Iteration 49, loss = 0.95663271
Iteration 50, loss = 0.86212885
Iteration 51, loss = 0.93745688
Iteration 52, loss = 0.91081194
Iteration 53, loss = 0.94103354
Iteration 54, loss = 0.88971921
Iteration 55, loss = 0.95063313
Iteration 56, loss = 0.88913485
Iteration 57, loss = 1.06286399
Iteration 58, loss = 1.15148529
Iteration 59, loss = 0.86253155
Iteration 60, loss = 1.15050227
Iteration 61, loss = 0.77518249
Iteration 62, loss = 0.86183919
Iteration 63, loss = 0.91434279
Iteration 64, loss = 0.91398193
Iteration 65, loss = 0.92674142
Iteration 66, loss = 0.90735622
Iteration 67, loss = 0.90535703
Iteration 68, loss = 1.15172745
Iteration 69, loss = 0.96382322
Iteration 70, loss = 1.09261318
Iteration 71, loss = 0.96459002
Iteration 72, loss = 0.94094399
Iteration 73, loss = 0.99879565
Iteration 74, loss = 1.44095033
Iteration 75, loss = 0.87004386
Iteration 76, loss = 1.61858976
Iteration 77, loss = 0.89945057
Iteration 78, loss = 1.37941867
Iteration 79, loss = 1.00293193
Iteration 80, loss = 1.12237004
Iteration 81, loss = 1.17965585
Iteration 82, loss = 0.98047505
Iteration 83, loss = 0.99887396
Iteration 84, loss = 0.97323227
Iteration 85, loss = 0.96200387
Iteration 86, loss = 0.96088845
Iteration 87, loss = 0.89879193
Iteration 88, loss = 0.90652482
Iteration 89, loss = 0.95315419
Iteration 90, loss = 0.93799422
Iteration 91, loss = 1.26439674
Iteration 92, loss = 0.96233726
Iteration 93, loss = 0.91001510
Iteration 94, loss = 1.19640908
Iteration 95, loss = 1.23811199
Iteration 96, loss = 1.25611698
Iteration 97, loss = 1.08466433
Iteration 98, loss = 1.17906950
Iteration 99, loss = 0.98225511
Iteration 100, loss = 1.12807812
Iteration 101, loss = 0.94464316
Iteration 102, loss = 1.07852026
Iteration 103, loss = 0.92623303
Iteration 104, loss = 1.02624117
Iteration 105, loss = 1.06214685
Iteration 106, loss = 0.96623984
Iteration 107, loss = 0.94583088
Iteration 108, loss = 0.97140665
Iteration 109, loss = 0.93736782
Iteration 110, loss = 0.95559296
Iteration 111, loss = 0.91426039
Iteration 112, loss = 0.95606246
Iteration 113, loss = 0.91863863
Iteration 114, loss = 0.95110932
Iteration 115, loss = 0.93066524
Iteration 116, loss = 0.94064774
Iteration 117, loss = 0.93850518
Iteration 118, loss = 0.92677300
Iteration 119, loss = 0.93597761
Iteration 120, loss = 0.90626863
Iteration 121, loss = 0.91637886
Iteration 122, loss = 0.89841084
Iteration 123, loss = 0.90640122
Iteration 124, loss = 0.89412193
Iteration 125, loss = 0.89709120
Iteration 126, loss = 0.89217090
Iteration 127, loss = 0.88601615
Iteration 128, loss = 0.87102710
Iteration 129, loss = 0.88254663
Iteration 130, loss = 0.93822700
Iteration 131, loss = 0.99381981
Iteration 132, loss = 0.90807145
Iteration 133, loss = 0.98407292
Iteration 134, loss = 0.96205715
