Iteration 1, loss = 0.71725278
Iteration 2, loss = 0.84337430
Iteration 3, loss = 2.64798719
Iteration 4, loss = 1.27414129
Iteration 5, loss = 0.72194049
Iteration 6, loss = 1.05651250
Iteration 7, loss = 0.98661606
Iteration 8, loss = 1.11751841
Iteration 9, loss = 0.77957420
Iteration 10, loss = 0.76771979
Iteration 11, loss = 0.75363275
Iteration 12, loss = 0.80206827
Iteration 13, loss = 0.76946462
Iteration 14, loss = 0.76422970
Iteration 15, loss = 0.78145940
Iteration 16, loss = 0.77669129
Iteration 17, loss = 0.77763684
Iteration 18, loss = 0.63340429
Iteration 19, loss = 1.43366839
Iteration 20, loss = 1.19495951
Iteration 21, loss = 0.73784337
Iteration 22, loss = 0.98339723
Iteration 23, loss = 0.91397153
Iteration 24, loss = 0.57968896
Iteration 25, loss = 1.17637954
Iteration 26, loss = 0.89568697
Iteration 27, loss = 0.96552838
Iteration 28, loss = 0.79584516
Iteration 29, loss = 0.80387760
Iteration 30, loss = 0.80552461
Iteration 31, loss = 0.95521703
Iteration 32, loss = 0.76353820
Iteration 33, loss = 0.80524599
Iteration 34, loss = 0.83144427
Iteration 35, loss = 0.83727231
Iteration 36, loss = 0.83410959
Iteration 37, loss = 1.17603731
Iteration 38, loss = 0.59725647
Iteration 39, loss = 1.18614527
Iteration 40, loss = 1.09009079
Iteration 41, loss = 0.85390596
Iteration 42, loss = 1.00168064
Iteration 43, loss = 1.10055940
Iteration 44, loss = 0.92483130
Iteration 45, loss = 0.84673635
Iteration 46, loss = 0.98134650
Iteration 47, loss = 0.94889122
Iteration 48, loss = 0.80791340
Iteration 49, loss = 0.84897331
Iteration 50, loss = 0.91007896
Iteration 51, loss = 0.82410879
Iteration 52, loss = 0.77928757
Iteration 53, loss = 0.84754097
Iteration 54, loss = 0.83319213
Iteration 55, loss = 0.76688007
Iteration 56, loss = 0.79617484
Iteration 57, loss = 0.82399190
Iteration 58, loss = 0.77610111
Iteration 59, loss = 0.76719365
Iteration 60, loss = 0.80221381
Iteration 61, loss = 0.78196115
Iteration 62, loss = 0.75573335
Iteration 63, loss = 0.77931568
Iteration 64, loss = 0.77937661
Iteration 65, loss = 0.75280681
Iteration 66, loss = 0.76206621
Iteration 67, loss = 0.77174981
Iteration 68, loss = 0.75222410
Iteration 69, loss = 0.75125481
Iteration 70, loss = 0.76278378
Iteration 71, loss = 0.75112403
Iteration 72, loss = 0.74522104
Iteration 73, loss = 0.75485935
Iteration 74, loss = 0.74915592
Iteration 75, loss = 0.74193099
Iteration 76, loss = 0.74876405
Iteration 77, loss = 0.74669692
Iteration 78, loss = 0.73980794
Iteration 79, loss = 0.74361557
Iteration 80, loss = 0.74275999
Iteration 81, loss = 0.73628739
Iteration 82, loss = 0.73071582
Iteration 83, loss = 0.82531605
Iteration 84, loss = 0.74608220
Iteration 85, loss = 0.78418707
Iteration 86, loss = 0.81785944
Iteration 87, loss = 0.75629475
Iteration 88, loss = 0.75476083
Iteration 89, loss = 0.80647565
Iteration 90, loss = 0.76380182
Iteration 91, loss = 0.74100325
Iteration 92, loss = 0.78119618
Iteration 93, loss = 0.77308970
Iteration 94, loss = 0.73946613
Iteration 95, loss = 0.75935640
Iteration 96, loss = 0.77083967
Iteration 97, loss = 0.74295582
Iteration 98, loss = 0.74331341
Iteration 99, loss = 0.76045999
Iteration 100, loss = 0.74551229
Iteration 101, loss = 0.73616107
Iteration 102, loss = 0.75057833
Iteration 103, loss = 0.74643622
Iteration 104, loss = 0.73418825
Iteration 105, loss = 0.74211155
Iteration 106, loss = 0.74386711
Iteration 107, loss = 0.73300423
Iteration 108, loss = 0.73545589
Iteration 109, loss = 0.73944431
Iteration 110, loss = 0.73129960
Iteration 111, loss = 0.73317108
Iteration 112, loss = 0.73221883
Iteration 113, loss = 0.72930096
Iteration 114, loss = 0.72762896
Iteration 115, loss = 0.70626465
Iteration 116, loss = 0.84237058
Iteration 117, loss = 0.74978754
Iteration 118, loss = 0.86228742
Iteration 119, loss = 0.76501855
Iteration 120, loss = 0.77510406
Iteration 121, loss = 0.80829123
Iteration 122, loss = 0.72577868
Iteration 123, loss = 0.77175380
Iteration 124, loss = 0.75604796
Iteration 125, loss = 0.79952545
Iteration 126, loss = 0.79734713
Iteration 127, loss = 0.91568478
Iteration 128, loss = 0.79285773
Iteration 129, loss = 0.77308207
Iteration 130, loss = 0.86003094
Iteration 131, loss = 0.77530773
Iteration 132, loss = 0.75350189
Iteration 133, loss = 0.82514646
Iteration 134, loss = 0.77127933
Iteration 135, loss = 0.74894426
Iteration 136, loss = 0.80285764
Iteration 137, loss = 0.76563771
Iteration 138, loss = 0.74258429
Iteration 139, loss = 0.78138974
Iteration 140, loss = 0.75607365
Iteration 141, loss = 0.73694299
Iteration 142, loss = 0.76645879
Iteration 143, loss = 0.74928545
Iteration 144, loss = 0.73303561
Iteration 145, loss = 0.74466989
Iteration 146, loss = 0.73803111
Iteration 147, loss = 0.73944217
Iteration 148, loss = 0.72908754
Iteration 149, loss = 0.76282038
Iteration 150, loss = 0.74490468
Iteration 151, loss = 0.75375770
Iteration 152, loss = 0.75697466
Iteration 153, loss = 0.74209199
Iteration 154, loss = 0.74981177
Iteration 155, loss = 0.75242099
Iteration 156, loss = 0.74354024
Iteration 157, loss = 0.75106874
Iteration 158, loss = 0.75144819
Iteration 159, loss = 0.74430794
Iteration 160, loss = 0.74927271
Iteration 161, loss = 0.74770900
Iteration 162, loss = 0.74316553
Iteration 163, loss = 0.74768736
Iteration 164, loss = 0.74595252
Iteration 165, loss = 0.74317752
Iteration 166, loss = 0.74598395
Iteration 167, loss = 0.74320671
Iteration 168, loss = 0.74131427
Iteration 169, loss = 0.74303361
Iteration 170, loss = 0.74039286
Iteration 171, loss = 0.73933681
Iteration 172, loss = 0.73948907
Iteration 173, loss = 0.73527394
Iteration 174, loss = 0.73107710
Iteration 175, loss = 0.71840460
Iteration 176, loss = 0.92891814
Iteration 177, loss = 0.75029878
Iteration 178, loss = 0.94926915
Iteration 179, loss = 0.82236041
Iteration 180, loss = 0.78397703
Iteration 181, loss = 0.89882907
Iteration 182, loss = 0.76077450
Iteration 183, loss = 0.80581776
Iteration 184, loss = 0.84191902
Iteration 185, loss = 0.73623942
Iteration 186, loss = 0.80721895
Iteration 187, loss = 0.78913922
Iteration 188, loss = 0.73144388
Iteration 189, loss = 0.79014560
Iteration 190, loss = 0.73940795
Iteration 191, loss = 1.00252558
Iteration 192, loss = 0.80023661
Iteration 193, loss = 0.67286665
Iteration 194, loss = 1.56833572
Iteration 195, loss = 1.17076138
Iteration 196, loss = 0.79070545
Iteration 197, loss = 1.16348904
Iteration 198, loss = 1.05447469
Iteration 199, loss = 0.78141812
Iteration 200, loss = 1.05264985
Iteration 201, loss = 0.93475366
Iteration 202, loss = 0.77799905
Iteration 203, loss = 0.97977621
Iteration 204, loss = 0.85564042
Iteration 205, loss = 0.78330762
Iteration 206, loss = 0.92111854
Iteration 207, loss = 0.80006072
Iteration 208, loss = 0.79222094
Iteration 209, loss = 0.87752160
Iteration 210, loss = 0.77076572
Iteration 211, loss = 0.80002503
Iteration 212, loss = 0.83969316
Iteration 213, loss = 0.75643853
Iteration 214, loss = 0.80254896
Iteration 215, loss = 0.80774054
Iteration 216, loss = 0.75246912
Iteration 217, loss = 0.79814876
Iteration 218, loss = 0.78062277
Iteration 219, loss = 0.75328617
Iteration 220, loss = 0.78925892
Iteration 221, loss = 0.76205517
Iteration 222, loss = 0.75692990
Iteration 223, loss = 0.77809923
Iteration 224, loss = 0.75119086
Iteration 225, loss = 0.75952760
Iteration 226, loss = 0.76622839
Iteration 227, loss = 0.74638032
Iteration 228, loss = 0.75943523
Iteration 229, loss = 0.75540916
Iteration 230, loss = 0.74507649
Iteration 231, loss = 0.75634110
Iteration 232, loss = 0.74714974
Iteration 233, loss = 0.74526906
Iteration 234, loss = 0.74439517
Iteration 235, loss = 0.74462880
Iteration 236, loss = 0.74962208
Iteration 237, loss = 0.74895655
Iteration 238, loss = 0.75359954
Iteration 239, loss = 0.74994670
Iteration 240, loss = 0.75194253
Iteration 241, loss = 0.74684378
Iteration 242, loss = 0.74739661
Iteration 243, loss = 0.74323905
Iteration 244, loss = 0.74403103
Iteration 245, loss = 0.74223833
Iteration 246, loss = 0.74318229
Iteration 247, loss = 0.74270854
Iteration 248, loss = 0.74261405
Iteration 249, loss = 0.74229886
Iteration 250, loss = 0.74134558
Iteration 251, loss = 0.74119353
Iteration 252, loss = 0.73982158
Iteration 253, loss = 0.73976220
Iteration 254, loss = 0.73831333
Iteration 255, loss = 0.73832957
Iteration 256, loss = 0.73706668
Iteration 257, loss = 0.73712723
Iteration 258, loss = 0.73593964
Iteration 259, loss = 0.73560831
Iteration 260, loss = 0.73430323
Iteration 261, loss = 0.73379117
Iteration 262, loss = 0.73290851
Iteration 263, loss = 0.73272769
Iteration 264, loss = 0.73204179
Iteration 265, loss = 0.73135134
Iteration 266, loss = 0.73050415
Iteration 267, loss = 0.72999777
Iteration 268, loss = 0.72958465
Iteration 269, loss = 0.72887665
Iteration 270, loss = 0.72784160
Iteration 271, loss = 0.72691511
Iteration 272, loss = 0.72612636
Iteration 273, loss = 0.72413020
Iteration 274, loss = 0.72261146
Iteration 275, loss = 0.71942520
Iteration 276, loss = 0.71786678
Iteration 277, loss = 0.69737817
Iteration 278, loss = 0.80447003
Iteration 279, loss = 0.81679846
Iteration 280, loss = 0.81276681
Iteration 281, loss = 0.78086120
Iteration 282, loss = 0.80928505
Iteration 283, loss = 0.74841365
Iteration 284, loss = 0.80057799
Iteration 285, loss = 0.73459106
Iteration 286, loss = 0.79221462
Iteration 287, loss = 0.73649624
Iteration 288, loss = 0.78193180
Iteration 289, loss = 0.74378815
Iteration 290, loss = 0.76825301
Iteration 291, loss = 0.75019059
Iteration 292, loss = 0.75436279
Iteration 293, loss = 0.75404961
Iteration 294, loss = 0.74367669
Iteration 295, loss = 0.75489304
Iteration 296, loss = 0.73718754
Iteration 297, loss = 0.75308645
Iteration 298, loss = 0.73460099
Iteration 299, loss = 0.74887550
Iteration 300, loss = 0.73155971
Iteration 301, loss = 0.76282593
Iteration 302, loss = 0.77581034
Iteration 303, loss = 0.78204618
Iteration 304, loss = 0.78225486
Iteration 305, loss = 0.78729948
Iteration 306, loss = 0.76259287
Iteration 307, loss = 0.77166583
Iteration 308, loss = 0.74573101
Iteration 309, loss = 0.76134942
Iteration 310, loss = 0.74437367
Iteration 311, loss = 0.76054401
Iteration 312, loss = 0.75070981
Iteration 313, loss = 0.75961991
Iteration 314, loss = 0.75383692
Iteration 315, loss = 0.75473675
Iteration 316, loss = 0.75273985
Iteration 317, loss = 0.74901038
Iteration 318, loss = 0.75117343
Iteration 319, loss = 0.74619207
Iteration 320, loss = 0.75079555
Iteration 321, loss = 0.74560699
Iteration 322, loss = 0.75010136
Iteration 323, loss = 0.74502176
Iteration 324, loss = 0.74823131
Iteration 325, loss = 0.74417241
Iteration 326, loss = 0.74610493
Iteration 327, loss = 0.74360362
Iteration 328, loss = 0.74451541
Iteration 329, loss = 0.74345416
Iteration 330, loss = 0.74339578
Iteration 331, loss = 0.74312006
Iteration 332, loss = 0.74214992
Iteration 333, loss = 0.74224679
Iteration 334, loss = 0.74077455
Iteration 335, loss = 0.74111186
Iteration 336, loss = 0.73961464
Iteration 337, loss = 0.74016367
Iteration 338, loss = 0.73891372
Iteration 339, loss = 0.73948171
Iteration 340, loss = 0.73840046
Iteration 341, loss = 0.73869210
Iteration 342, loss = 0.73765057
Iteration 343, loss = 0.73761723
Iteration 344, loss = 0.73672248
Iteration 345, loss = 0.73656293
Iteration 346, loss = 0.73594452
Iteration 347, loss = 0.73574409
Iteration 348, loss = 0.73511024
Iteration 349, loss = 0.73639468
Iteration 350, loss = 0.73510364
Iteration 351, loss = 0.73545938
Iteration 352, loss = 0.73474390
Iteration 353, loss = 0.73434737
Iteration 354, loss = 0.73404521
Iteration 355, loss = 0.73330195
Iteration 356, loss = 0.73340167
Iteration 357, loss = 0.73257247
Iteration 358, loss = 0.73284165
Iteration 359, loss = 0.73199269
Iteration 360, loss = 0.73216226
Iteration 361, loss = 0.73139580
Iteration 362, loss = 0.73138129
Iteration 363, loss = 0.73081656
Iteration 364, loss = 0.73062563
Iteration 365, loss = 0.73027404
Iteration 366, loss = 0.72992074
Iteration 367, loss = 0.72970992
Iteration 368, loss = 0.72924671
Iteration 369, loss = 0.72908901
Iteration 370, loss = 0.72858266
Iteration 371, loss = 0.72839363
Iteration 372, loss = 0.72787369
Iteration 373, loss = 0.72739441
Iteration 374, loss = 0.72701485
Iteration 375, loss = 0.72666668
Iteration 376, loss = 0.72604277
Iteration 377, loss = 0.72573509
Iteration 378, loss = 0.72484903
Iteration 379, loss = 0.72386541
Iteration 380, loss = 0.72154364
Iteration 381, loss = 0.72846382
Iteration 382, loss = 0.77181396
Iteration 383, loss = 0.73371493
Iteration 384, loss = 0.76381180
Iteration 385, loss = 0.74234131
Iteration 386, loss = 0.75007677
Iteration 387, loss = 0.74464112
Iteration 388, loss = 0.73648734
Iteration 389, loss = 0.74554898
Iteration 390, loss = 0.72966305
Iteration 391, loss = 0.74527223
Iteration 392, loss = 0.72877898
Iteration 393, loss = 0.74384681
Iteration 394, loss = 0.73841634
Iteration 395, loss = 0.73019555
Iteration 396, loss = 0.70666052
Iteration 397, loss = 0.80705483
Iteration 398, loss = 0.84866881
Iteration 399, loss = 1.10054763
