Iteration 1, loss = 0.70848806
Iteration 2, loss = 2.03908142
Iteration 3, loss = 0.98870048
Iteration 4, loss = 0.80255299
Iteration 5, loss = 0.89288205
Iteration 6, loss = 1.03569081
Iteration 7, loss = 1.03400113
Iteration 8, loss = 0.88049331
Iteration 9, loss = 0.75411917
Iteration 10, loss = 0.73953524
Iteration 11, loss = 1.13476686
Iteration 12, loss = 0.72555029
Iteration 13, loss = 0.77640817
Iteration 14, loss = 0.76069452
Iteration 15, loss = 0.77784428
Iteration 16, loss = 0.81994454
Iteration 17, loss = 0.88288148
Iteration 18, loss = 0.76630431
Iteration 19, loss = 0.83058907
Iteration 20, loss = 0.78599840
Iteration 21, loss = 0.74024021
Iteration 22, loss = 0.77012865
Iteration 23, loss = 0.79342753
Iteration 24, loss = 0.68541296
Iteration 25, loss = 0.82257565
Iteration 26, loss = 0.64112048
Iteration 27, loss = 0.89752214
Iteration 28, loss = 0.76474412
Iteration 29, loss = 0.78555504
Iteration 30, loss = 0.81105166
Iteration 31, loss = 0.80259141
Iteration 32, loss = 0.80652544
Iteration 33, loss = 0.81834767
Iteration 34, loss = 0.80271552
Iteration 35, loss = 0.79900889
Iteration 36, loss = 0.80069423
Iteration 37, loss = 0.78406260
Iteration 38, loss = 0.77884813
Iteration 39, loss = 0.77714326
Iteration 40, loss = 0.76296450
Iteration 41, loss = 1.48500439
Iteration 42, loss = 0.78133065
Iteration 43, loss = 0.78590405
Iteration 44, loss = 1.01837966
Iteration 45, loss = 0.89539926
Iteration 46, loss = 0.79414274
Iteration 47, loss = 0.93651735
Iteration 48, loss = 0.82421593
Iteration 49, loss = 0.84010840
Iteration 50, loss = 0.87662286
Iteration 51, loss = 0.77894860
Iteration 52, loss = 0.81866375
Iteration 53, loss = 1.27575993
Iteration 54, loss = 0.81807815
Iteration 55, loss = 1.00113588
Iteration 56, loss = 1.21122508
Iteration 57, loss = 0.95453639
Iteration 58, loss = 0.78496325
Iteration 59, loss = 1.02022123
Iteration 60, loss = 1.01677944
Iteration 61, loss = 0.79124522
Iteration 62, loss = 0.82642104
Iteration 63, loss = 0.96091284
Iteration 64, loss = 0.85958912
Iteration 65, loss = 0.74799272
Iteration 66, loss = 0.85099320
Iteration 67, loss = 0.87900521
Iteration 68, loss = 0.76925178
Iteration 69, loss = 0.76788402
Iteration 70, loss = 0.84402042
Iteration 71, loss = 0.80229744
Iteration 72, loss = 0.74245576
Iteration 73, loss = 0.78987195
Iteration 74, loss = 0.80542099
Iteration 75, loss = 0.74568142
Iteration 76, loss = 0.77532573
Iteration 77, loss = 0.75757817
Iteration 78, loss = 0.72453952
Iteration 79, loss = 1.20524561
Iteration 80, loss = 0.76677680
Iteration 81, loss = 0.88991503
Iteration 82, loss = 0.85503822
Iteration 83, loss = 0.77443870
Iteration 84, loss = 0.80868249
Iteration 85, loss = 0.80517918
Iteration 86, loss = 0.75176114
Iteration 87, loss = 0.78982109
Iteration 88, loss = 0.76898257
Iteration 89, loss = 0.73145697
Iteration 90, loss = 0.93058491
Iteration 91, loss = 0.75660645
Iteration 92, loss = 0.98732470
Iteration 93, loss = 1.01514814
Iteration 94, loss = 0.82838631
Iteration 95, loss = 0.78177289
Iteration 96, loss = 0.91967723
Iteration 97, loss = 0.91548252
Iteration 98, loss = 0.82873332
Iteration 99, loss = 0.79148443
Iteration 100, loss = 0.75358120
Iteration 101, loss = 0.80927083
Iteration 102, loss = 0.79692914
Iteration 103, loss = 0.76375613
Iteration 104, loss = 0.80674165
Iteration 105, loss = 0.78078891
Iteration 106, loss = 0.75345114
Iteration 107, loss = 0.78219745
Iteration 108, loss = 0.72789372
Iteration 109, loss = 0.76922190
Iteration 110, loss = 0.76309772
Iteration 111, loss = 0.78340610
Iteration 112, loss = 0.78208471
Iteration 113, loss = 0.76873953
Iteration 114, loss = 0.77499730
Iteration 115, loss = 0.76922019
Iteration 116, loss = 0.75603826
Iteration 117, loss = 0.76028837
Iteration 118, loss = 0.75846167
Iteration 119, loss = 0.75097332
Iteration 120, loss = 0.75626780
Iteration 121, loss = 0.75670812
Iteration 122, loss = 0.75148165
Iteration 123, loss = 0.75435629
Iteration 124, loss = 0.75350493
Iteration 125, loss = 0.74808556
Iteration 126, loss = 0.75007331
Iteration 127, loss = 0.74822970
Iteration 128, loss = 0.74420106
Iteration 129, loss = 0.74426128
Iteration 130, loss = 0.74117134
Iteration 131, loss = 0.97051231
Iteration 132, loss = 0.90579380
Iteration 133, loss = 0.72781739
Iteration 134, loss = 0.77033499
Iteration 135, loss = 0.81478445
Iteration 136, loss = 0.78190798
Iteration 137, loss = 0.78537348
Iteration 138, loss = 0.79946331
Iteration 139, loss = 0.76254747
Iteration 140, loss = 0.77160396
Iteration 141, loss = 0.77227154
Iteration 142, loss = 0.74835276
Iteration 143, loss = 0.76346898
Iteration 144, loss = 0.75856736
Iteration 145, loss = 0.74742995
Iteration 146, loss = 0.76130263
Iteration 147, loss = 0.75248607
Iteration 148, loss = 0.74923590
Iteration 149, loss = 0.75763942
Iteration 150, loss = 0.74757401
Iteration 151, loss = 0.74893494
Iteration 152, loss = 0.75160619
Iteration 153, loss = 0.74304027
Iteration 154, loss = 0.74619493
Iteration 155, loss = 0.74415205
Iteration 156, loss = 0.73849193
Iteration 157, loss = 0.74064505
Iteration 158, loss = 0.72189386
Iteration 159, loss = 0.75661022
Iteration 160, loss = 0.74708615
Iteration 161, loss = 0.75252419
Iteration 162, loss = 0.75573691
Iteration 163, loss = 0.74654149
Iteration 164, loss = 0.75051682
Iteration 165, loss = 0.74924406
Iteration 166, loss = 0.74292661
Iteration 167, loss = 0.74703745
Iteration 168, loss = 0.74464435
Iteration 169, loss = 0.74178246
Iteration 170, loss = 0.74523650
Iteration 171, loss = 0.74219611
Iteration 172, loss = 0.74110954
Iteration 173, loss = 0.74284816
Iteration 174, loss = 0.73946744
Iteration 175, loss = 0.73919006
Iteration 176, loss = 0.73929251
Iteration 177, loss = 0.73527408
Iteration 178, loss = 0.73233836
Iteration 179, loss = 0.72176692
Iteration 180, loss = 0.92645100
Iteration 181, loss = 0.84338366
Iteration 182, loss = 0.77304613
Iteration 183, loss = 0.77992893
Iteration 184, loss = 0.80122758
Iteration 185, loss = 0.76760470
Iteration 186, loss = 0.80516191
Iteration 187, loss = 0.80519602
Iteration 188, loss = 0.83540083
Iteration 189, loss = 0.77705212
Iteration 190, loss = 0.80109482
Iteration 191, loss = 0.80223391
Iteration 192, loss = 0.76805834
Iteration 193, loss = 0.79968626
Iteration 194, loss = 0.78507505
Iteration 195, loss = 0.77450450
Iteration 196, loss = 0.79728141
Iteration 197, loss = 0.77582938
Iteration 198, loss = 0.77965111
Iteration 199, loss = 0.78710405
Iteration 200, loss = 0.76846389
Iteration 201, loss = 0.77846941
Iteration 202, loss = 0.77483162
Iteration 203, loss = 0.76560575
Iteration 204, loss = 0.77576782
Iteration 205, loss = 0.76799102
Iteration 206, loss = 0.76799847
Iteration 207, loss = 0.77339369
Iteration 208, loss = 0.76551132
Iteration 209, loss = 0.76922948
Iteration 210, loss = 0.76819140
Iteration 211, loss = 0.76296622
Iteration 212, loss = 0.76653333
Iteration 213, loss = 0.76234248
Iteration 214, loss = 0.76126365
Iteration 215, loss = 0.76298141
Iteration 216, loss = 0.75906533
Iteration 217, loss = 0.76054510
Iteration 218, loss = 0.75983682
Iteration 219, loss = 0.75760313
Iteration 220, loss = 0.75897016
Iteration 221, loss = 0.75658271
Iteration 222, loss = 0.75586178
Iteration 223, loss = 0.75572206
Iteration 224, loss = 0.75335036
Iteration 225, loss = 0.75357951
Iteration 226, loss = 0.75244671
Iteration 227, loss = 0.75128296
Iteration 228, loss = 0.75142169
Iteration 229, loss = 0.74987509
Iteration 230, loss = 0.74949140
Iteration 231, loss = 0.74883763
Iteration 232, loss = 0.74753231
Iteration 233, loss = 0.74727167
Iteration 234, loss = 0.74606636
Iteration 235, loss = 0.74520294
Iteration 236, loss = 0.74451139
Iteration 237, loss = 0.74321567
Iteration 238, loss = 0.74242104
Iteration 239, loss = 0.74099881
Iteration 240, loss = 0.73930305
Iteration 241, loss = 0.73676239
Iteration 242, loss = 0.73348926
Iteration 243, loss = 0.72759585
Iteration 244, loss = 0.61810275
Iteration 245, loss = 0.77366595
Iteration 246, loss = 0.82834381
Iteration 247, loss = 0.83058625
Iteration 248, loss = 0.77167787
Iteration 249, loss = 0.84223061
Iteration 250, loss = 0.76292887
Iteration 251, loss = 0.81056882
Iteration 252, loss = 0.78323717
Iteration 253, loss = 0.76691353
Iteration 254, loss = 0.79424107
Iteration 255, loss = 0.74616804
Iteration 256, loss = 0.78183588
Iteration 257, loss = 0.75353665
Iteration 258, loss = 0.75995008
Iteration 259, loss = 0.76264675
Iteration 260, loss = 0.77293623
Iteration 261, loss = 0.75724566
Iteration 262, loss = 0.78104337
Iteration 263, loss = 0.75773200
Iteration 264, loss = 0.76022535
Iteration 265, loss = 0.76410404
Iteration 266, loss = 0.75170787
Iteration 267, loss = 0.75772070
Iteration 268, loss = 0.75039656
Iteration 269, loss = 0.75924986
Iteration 270, loss = 0.75495073
Iteration 271, loss = 0.76146768
Iteration 272, loss = 0.75715698
Iteration 273, loss = 0.76016488
Iteration 274, loss = 0.75593398
Iteration 275, loss = 0.75703343
Iteration 276, loss = 0.75440495
Iteration 277, loss = 0.75473082
Iteration 278, loss = 0.75446395
Iteration 279, loss = 0.75463858
Iteration 280, loss = 0.75500306
Iteration 281, loss = 0.75410178
Iteration 282, loss = 0.75433050
Iteration 283, loss = 0.75269633
Iteration 284, loss = 0.75294435
Iteration 285, loss = 0.75130241
Iteration 286, loss = 0.75182142
Iteration 287, loss = 0.75044902
Iteration 288, loss = 0.75094256
Iteration 289, loss = 0.74956463
Iteration 290, loss = 0.74978207
Iteration 291, loss = 0.74847776
Iteration 292, loss = 0.74853063
Iteration 293, loss = 0.74736265
Iteration 294, loss = 0.74724501
Iteration 295, loss = 0.74619882
Iteration 296, loss = 0.74596248
Iteration 297, loss = 0.74505376
Iteration 298, loss = 0.74474206
Iteration 299, loss = 0.74397394
Iteration 300, loss = 0.74362087
Iteration 301, loss = 0.74293257
Iteration 302, loss = 0.74248888
Iteration 303, loss = 0.74181196
Iteration 304, loss = 0.74129037
Iteration 305, loss = 0.74064438
Iteration 306, loss = 0.74011018
Iteration 307, loss = 0.73952412
Iteration 308, loss = 0.73900192
Iteration 309, loss = 0.73845627
Iteration 310, loss = 0.73793738
Iteration 311, loss = 0.73741613
Iteration 312, loss = 0.73689583
Iteration 313, loss = 0.73638083
Iteration 314, loss = 0.73586294
Iteration 315, loss = 0.73537578
Iteration 316, loss = 0.73489442
Iteration 317, loss = 0.73444269
Iteration 318, loss = 0.73397942
Iteration 319, loss = 0.73353302
Iteration 320, loss = 0.73307439
Iteration 321, loss = 0.73263669
Iteration 322, loss = 0.73219324
Iteration 323, loss = 0.73176991
Iteration 324, loss = 0.73134353
Iteration 325, loss = 0.73093410
Iteration 326, loss = 0.73052112
Iteration 327, loss = 0.73011748
Iteration 328, loss = 0.72970789
Iteration 329, loss = 0.72930160
Iteration 330, loss = 0.72888756
Iteration 331, loss = 0.72846865
Iteration 332, loss = 0.72803701
Iteration 333, loss = 0.72760343
Iteration 334, loss = 0.72718232
Iteration 335, loss = 0.72675723
Iteration 336, loss = 0.72630732
Iteration 337, loss = 0.72583328
Iteration 338, loss = 0.72535251
Iteration 339, loss = 0.72480934
Iteration 340, loss = 0.72389027
Iteration 341, loss = 0.72307378
Iteration 342, loss = 0.72062904
Iteration 343, loss = 0.70613494
Iteration 344, loss = 0.80285161
Iteration 345, loss = 0.81898393
Iteration 346, loss = 0.78279206
Iteration 347, loss = 0.80619224
Iteration 348, loss = 0.76314991
Iteration 349, loss = 0.78839017
Iteration 350, loss = 0.75649278
Iteration 351, loss = 0.77946168
Iteration 352, loss = 0.75716070
Iteration 353, loss = 0.76927749
Iteration 354, loss = 0.75262564
Iteration 355, loss = 0.75756205
Iteration 356, loss = 0.75063438
Iteration 357, loss = 0.74873670
Iteration 358, loss = 0.74676850
Iteration 359, loss = 0.74030898
Iteration 360, loss = 0.74228725
Iteration 361, loss = 0.73005148
Iteration 362, loss = 0.66656064
Iteration 363, loss = 0.90587054
Iteration 364, loss = 0.77257115
Iteration 365, loss = 0.92058132
Iteration 366, loss = 0.77262444
Iteration 367, loss = 0.88724737
Iteration 368, loss = 0.78803473
Iteration 369, loss = 0.82134408
Iteration 370, loss = 0.80030752
Iteration 371, loss = 0.76401337
Iteration 372, loss = 0.80673025
Iteration 373, loss = 0.74175715
Iteration 374, loss = 0.80526915
Iteration 375, loss = 0.74930663
Iteration 376, loss = 0.79214863
Iteration 377, loss = 0.76427935
Iteration 378, loss = 0.77049252
Iteration 379, loss = 0.77278450
Iteration 380, loss = 0.75134138
Iteration 381, loss = 0.77219943
Iteration 382, loss = 0.74213637
Iteration 383, loss = 0.76605249
Iteration 384, loss = 0.74357105
Iteration 385, loss = 0.75785798
Iteration 386, loss = 0.74893211
Iteration 387, loss = 0.74936719
Iteration 388, loss = 0.75225833
Iteration 389, loss = 0.74302532
Iteration 390, loss = 0.75178356
Iteration 391, loss = 0.73963603
