Iteration 1, loss = 0.69152182
Iteration 2, loss = 1.29974853
Iteration 3, loss = 3.56984088
Iteration 4, loss = 1.30384279
Iteration 5, loss = 0.78330968
Iteration 6, loss = 1.10520986
Iteration 7, loss = 1.28817084
Iteration 8, loss = 0.76886153
Iteration 9, loss = 0.73490282
Iteration 10, loss = 0.53230794
Iteration 11, loss = 0.75256991
Iteration 12, loss = 1.23586642
Iteration 13, loss = 0.81101952
Iteration 14, loss = 0.92390664
Iteration 15, loss = 0.78675324
Iteration 16, loss = 0.77670458
Iteration 17, loss = 0.82963387
Iteration 18, loss = 0.81375936
Iteration 19, loss = 0.80323215
Iteration 20, loss = 1.02769155
Iteration 21, loss = 0.67093392
Iteration 22, loss = 1.01291090
Iteration 23, loss = 0.83648366
Iteration 24, loss = 0.76664717
Iteration 25, loss = 0.78930184
Iteration 26, loss = 0.77702666
Iteration 27, loss = 0.78070791
Iteration 28, loss = 0.78871451
Iteration 29, loss = 0.77542561
Iteration 30, loss = 0.77649773
Iteration 31, loss = 0.83218125
Iteration 32, loss = 0.76837543
Iteration 33, loss = 0.75761454
Iteration 34, loss = 0.75865242
Iteration 35, loss = 0.76892119
Iteration 36, loss = 0.74259537
Iteration 37, loss = 0.83495288
Iteration 38, loss = 0.80142276
Iteration 39, loss = 0.78452978
Iteration 40, loss = 0.75524423
Iteration 41, loss = 0.77909429
Iteration 42, loss = 0.75377629
Iteration 43, loss = 0.68072735
Iteration 44, loss = 0.82648076
Iteration 45, loss = 0.80296011
Iteration 46, loss = 0.91284454
Iteration 47, loss = 0.74719641
Iteration 48, loss = 0.75879167
Iteration 49, loss = 0.74317843
Iteration 50, loss = 0.75559874
Iteration 51, loss = 0.75509952
Iteration 52, loss = 0.73913026
Iteration 53, loss = 0.75646975
Iteration 54, loss = 0.73272202
Iteration 55, loss = 0.62424969
Iteration 56, loss = 0.77900704
Iteration 57, loss = 0.85513460
Iteration 58, loss = 0.73853438
Iteration 59, loss = 0.80797263
Iteration 60, loss = 0.75456452
Iteration 61, loss = 0.81565336
Iteration 62, loss = 0.76222896
Iteration 63, loss = 0.75407256
Iteration 64, loss = 0.78058475
Iteration 65, loss = 0.69782686
Iteration 66, loss = 0.74502232
Iteration 67, loss = 0.75835287
Iteration 68, loss = 0.81857614
Iteration 69, loss = 0.84331219
Iteration 70, loss = 0.83868020
Iteration 71, loss = 0.80576115
Iteration 72, loss = 0.79452942
Iteration 73, loss = 0.75482768
Iteration 74, loss = 0.71244310
Iteration 75, loss = 0.74866757
Iteration 76, loss = 0.74758795
Iteration 77, loss = 0.73900329
Iteration 78, loss = 0.75892115
Iteration 79, loss = 0.73861484
Iteration 80, loss = 0.78559963
Iteration 81, loss = 0.74112605
Iteration 82, loss = 0.65058029
Iteration 83, loss = 0.90006059
Iteration 84, loss = 0.82137407
Iteration 85, loss = 0.78004386
Iteration 86, loss = 0.80031493
Iteration 87, loss = 0.77875591
Iteration 88, loss = 0.84395143
Iteration 89, loss = 0.74644922
Iteration 90, loss = 0.79497947
Iteration 91, loss = 0.96811514
Iteration 92, loss = 1.00700569
Iteration 93, loss = 0.85646516
Iteration 94, loss = 0.80582809
Iteration 95, loss = 0.85928049
Iteration 96, loss = 0.80982261
Iteration 97, loss = 0.81133511
Iteration 98, loss = 0.76984123
Iteration 99, loss = 0.79910222
Iteration 100, loss = 0.74908350
Iteration 101, loss = 0.78648959
Iteration 102, loss = 0.73677743
Iteration 103, loss = 0.74667322
Iteration 104, loss = 0.74402159
Iteration 105, loss = 0.73783607
Iteration 106, loss = 0.73722085
Iteration 107, loss = 0.72866389
Iteration 108, loss = 0.72992659
Iteration 109, loss = 0.72114390
Iteration 110, loss = 0.72353083
Iteration 111, loss = 0.71204520
Iteration 112, loss = 0.69718800
Iteration 113, loss = 0.66586292
Iteration 114, loss = 0.76154621
Iteration 115, loss = 0.85987298
Iteration 116, loss = 0.81939844
Iteration 117, loss = 0.98915016
Iteration 118, loss = 0.81411334
Iteration 119, loss = 0.56992989
Iteration 120, loss = 0.79447017
Iteration 121, loss = 0.75400221
Iteration 122, loss = 0.78264490
Iteration 123, loss = 0.75005597
Iteration 124, loss = 0.77211167
Iteration 125, loss = 0.74579672
Iteration 126, loss = 0.76124861
Iteration 127, loss = 0.73880747
Iteration 128, loss = 0.77050574
Iteration 129, loss = 0.64683632
Iteration 130, loss = 0.87099258
Iteration 131, loss = 0.74893497
Iteration 132, loss = 0.84166654
Iteration 133, loss = 0.76522452
Iteration 134, loss = 0.80707958
Iteration 135, loss = 0.77771032
Iteration 136, loss = 0.77464552
Iteration 137, loss = 0.77472220
Iteration 138, loss = 0.76472069
Iteration 139, loss = 0.80447471
Iteration 140, loss = 0.78393441
Iteration 141, loss = 0.81893513
Iteration 142, loss = 0.75140045
Iteration 143, loss = 0.81580723
Iteration 144, loss = 0.73708523
Iteration 145, loss = 0.81993362
Iteration 146, loss = 0.73776648
Iteration 147, loss = 0.79780904
Iteration 148, loss = 0.75036549
Iteration 149, loss = 0.76984866
Iteration 150, loss = 0.76130090
Iteration 151, loss = 0.74312761
Iteration 152, loss = 0.82836599
Iteration 153, loss = 0.74157259
Iteration 154, loss = 0.83226511
Iteration 155, loss = 0.73640939
Iteration 156, loss = 0.80029663
Iteration 157, loss = 0.76421967
Iteration 158, loss = 0.72922319
Iteration 159, loss = 0.82447057
Iteration 160, loss = 0.73041572
Iteration 161, loss = 0.80613691
Iteration 162, loss = 0.73060537
Iteration 163, loss = 0.78499322
Iteration 164, loss = 0.72643720
Iteration 165, loss = 0.72741541
Iteration 166, loss = 0.78801061
Iteration 167, loss = 0.87190427
Iteration 168, loss = 0.83568029
Iteration 169, loss = 0.75354240
Iteration 170, loss = 0.91716582
Iteration 171, loss = 0.78013470
Iteration 172, loss = 0.84280920
Iteration 173, loss = 0.83659467
Iteration 174, loss = 0.76566499
Iteration 175, loss = 0.84752845
Iteration 176, loss = 0.74483026
Iteration 177, loss = 0.79720324
Iteration 178, loss = 0.73956268
Iteration 179, loss = 0.78172577
Iteration 180, loss = 0.74165802
Iteration 181, loss = 0.77658649
Iteration 182, loss = 0.74209196
Iteration 183, loss = 0.77465359
Iteration 184, loss = 0.71563842
Iteration 185, loss = 0.74390437
Iteration 186, loss = 0.75885650
Iteration 187, loss = 0.74698965
Iteration 188, loss = 0.76673422
Iteration 189, loss = 0.91009004
Iteration 190, loss = 1.09783592
Iteration 191, loss = 1.01414042
Iteration 192, loss = 0.77341982
Iteration 193, loss = 1.07478207
Iteration 194, loss = 0.75444808
Iteration 195, loss = 0.98956113
Iteration 196, loss = 0.83504734
Iteration 197, loss = 1.13709273
Iteration 198, loss = 0.90726268
Iteration 199, loss = 1.14511454
Iteration 200, loss = 1.04085462
Iteration 201, loss = 0.79570861
Iteration 202, loss = 1.18964889
Iteration 203, loss = 0.70335862
Iteration 204, loss = 1.23504309
Iteration 205, loss = 1.31494056
Iteration 206, loss = 0.78904571
Iteration 207, loss = 1.27417097
Iteration 208, loss = 1.10059703
Iteration 209, loss = 0.80279051
Iteration 210, loss = 1.38221395
Iteration 211, loss = 0.90366303
Iteration 212, loss = 1.06307570
Iteration 213, loss = 1.18330843
Iteration 214, loss = 0.76521107
Iteration 215, loss = 1.10095044
Iteration 216, loss = 0.94812547
Iteration 217, loss = 0.83112064
Iteration 218, loss = 1.02786896
Iteration 219, loss = 0.76948971
Iteration 220, loss = 0.93030959
Iteration 221, loss = 0.89223303
Iteration 222, loss = 0.78018872
Iteration 223, loss = 0.92385454
Iteration 224, loss = 0.76822618
Iteration 225, loss = 0.85535987
Iteration 226, loss = 0.83569384
Iteration 227, loss = 0.76945338
Iteration 228, loss = 0.85413590
Iteration 229, loss = 0.75552526
Iteration 230, loss = 0.81478783
Iteration 231, loss = 0.78217112
Iteration 232, loss = 0.85608990
Iteration 233, loss = 0.77753065
Iteration 234, loss = 0.80461973
Iteration 235, loss = 0.81633351
Iteration 236, loss = 0.75710409
Iteration 237, loss = 0.81146168
Iteration 238, loss = 0.52531927
Iteration 239, loss = 0.80467413
Iteration 240, loss = 0.76227554
Iteration 241, loss = 0.80403390
Iteration 242, loss = 0.79972950
Iteration 243, loss = 0.79197740
Iteration 244, loss = 0.82057829
Iteration 245, loss = 0.78950072
