Iteration 1, loss = 0.68891825
Iteration 2, loss = 1.07836867
Iteration 3, loss = 2.96982956
Iteration 4, loss = 1.05922475
Iteration 5, loss = 0.61490214
Iteration 6, loss = 1.69664811
Iteration 7, loss = 1.25791802
Iteration 8, loss = 0.72914456
Iteration 9, loss = 0.88297768
Iteration 10, loss = 0.95444921
Iteration 11, loss = 0.87654456
Iteration 12, loss = 0.75276846
Iteration 13, loss = 1.73697476
Iteration 14, loss = 1.07796774
Iteration 15, loss = 0.80507762
Iteration 16, loss = 0.97629167
Iteration 17, loss = 0.97587346
Iteration 18, loss = 0.74938292
Iteration 19, loss = 0.74874432
Iteration 20, loss = 0.71931090
Iteration 21, loss = 0.73776802
Iteration 22, loss = 1.01292273
Iteration 23, loss = 0.75153454
Iteration 24, loss = 0.76688008
Iteration 25, loss = 0.81303237
Iteration 26, loss = 0.78845355
Iteration 27, loss = 0.79385594
Iteration 28, loss = 0.72134309
Iteration 29, loss = 0.90021279
Iteration 30, loss = 0.73860513
Iteration 31, loss = 0.78593108
Iteration 32, loss = 0.75824766
Iteration 33, loss = 0.75708574
Iteration 34, loss = 0.75616842
Iteration 35, loss = 0.76430171
Iteration 36, loss = 0.75717101
Iteration 37, loss = 0.75431232
Iteration 38, loss = 0.75164826
Iteration 39, loss = 0.90482202
Iteration 40, loss = 0.60690466
Iteration 41, loss = 0.81544744
Iteration 42, loss = 0.79112649
Iteration 43, loss = 0.73807790
Iteration 44, loss = 0.79004024
Iteration 45, loss = 0.79067071
Iteration 46, loss = 0.74132531
Iteration 47, loss = 0.76872338
Iteration 48, loss = 0.78242030
Iteration 49, loss = 0.74164003
Iteration 50, loss = 0.74918553
Iteration 51, loss = 0.69019486
Iteration 52, loss = 0.70556563
Iteration 53, loss = 0.74870249
Iteration 54, loss = 0.72738015
Iteration 55, loss = 0.75038724
Iteration 56, loss = 0.75199412
Iteration 57, loss = 0.73050855
Iteration 58, loss = 0.73976090
Iteration 59, loss = 0.74104817
Iteration 60, loss = 0.78537611
Iteration 61, loss = 0.74098443
Iteration 62, loss = 0.74073366
Iteration 63, loss = 0.71831047
Iteration 64, loss = 0.73365903
Iteration 65, loss = 0.73722928
Iteration 66, loss = 0.71603678
Iteration 67, loss = 0.71890599
Iteration 68, loss = 0.68830765
Iteration 69, loss = 0.74983344
Iteration 70, loss = 0.73602308
Iteration 71, loss = 0.73791104
Iteration 72, loss = 0.76309064
Iteration 73, loss = 0.74579380
Iteration 74, loss = 0.73104043
Iteration 75, loss = 0.74908599
Iteration 76, loss = 0.74203451
Iteration 77, loss = 0.72315072
Iteration 78, loss = 0.71528963
Iteration 79, loss = 0.77506877
Iteration 80, loss = 0.70777309
Iteration 81, loss = 0.74790614
Iteration 82, loss = 0.86556009
Iteration 83, loss = 0.71841667
Iteration 84, loss = 0.84633696
Iteration 85, loss = 0.79877095
Iteration 86, loss = 0.74557101
Iteration 87, loss = 0.82886751
Iteration 88, loss = 0.80913310
Iteration 89, loss = 0.74530639
Iteration 90, loss = 0.79451252
Iteration 91, loss = 0.79410909
Iteration 92, loss = 0.73597415
Iteration 93, loss = 0.76039627
Iteration 94, loss = 0.77010918
Iteration 95, loss = 0.72494375
Iteration 96, loss = 0.74085333
Iteration 97, loss = 0.74452779
Iteration 98, loss = 0.71570132
Iteration 99, loss = 0.72160686
Iteration 100, loss = 0.73311521
Iteration 101, loss = 0.71324982
Iteration 102, loss = 0.71408317
Iteration 103, loss = 0.72423338
Iteration 104, loss = 0.70992023
Iteration 105, loss = 0.70797682
Iteration 106, loss = 0.71421472
Iteration 107, loss = 0.69731677
