Iteration 1, loss = 0.72027374
Iteration 2, loss = 0.77810170
Iteration 3, loss = 0.82419117
Iteration 4, loss = 1.32214247
Iteration 5, loss = 0.64079716
Iteration 6, loss = 0.79993522
Iteration 7, loss = 0.70182741
Iteration 8, loss = 1.11058226
Iteration 9, loss = 0.87683703
Iteration 10, loss = 1.13823275
Iteration 11, loss = 0.80044529
Iteration 12, loss = 0.72845923
Iteration 13, loss = 0.80442086
Iteration 14, loss = 0.92292355
Iteration 15, loss = 0.71319189
Iteration 16, loss = 0.74688582
Iteration 17, loss = 0.91173223
Iteration 18, loss = 0.67028821
Iteration 19, loss = 1.45535647
Iteration 20, loss = 0.87501819
Iteration 21, loss = 0.72805305
Iteration 22, loss = 0.98256311
Iteration 23, loss = 0.72531457
Iteration 24, loss = 0.91571861
Iteration 25, loss = 0.71448938
Iteration 26, loss = 0.77008935
Iteration 27, loss = 0.74122495
Iteration 28, loss = 0.59397484
Iteration 29, loss = 0.50318740
Iteration 30, loss = 0.53345874
Iteration 31, loss = 0.48672418
Iteration 32, loss = 0.44250784
Iteration 33, loss = 0.50475667
Iteration 34, loss = 0.53886083
Iteration 35, loss = 0.71522781
Iteration 36, loss = 0.66218682
Iteration 37, loss = 0.86019550
Iteration 38, loss = 0.70535447
Iteration 39, loss = 0.74335864
Iteration 40, loss = 0.78745439
Iteration 41, loss = 0.73238559
Iteration 42, loss = 0.75596530
Iteration 43, loss = 0.78490727
Iteration 44, loss = 0.73939154
Iteration 45, loss = 0.73850169
Iteration 46, loss = 0.76174192
Iteration 47, loss = 0.72723601
Iteration 48, loss = 0.70860541
Iteration 49, loss = 0.72150774
Iteration 50, loss = 0.69359056
Iteration 51, loss = 0.64614131
Iteration 52, loss = 0.60206630
Iteration 53, loss = 0.41882245
Iteration 54, loss = 1.09084393
Iteration 55, loss = 0.67346301
Iteration 56, loss = 1.02739366
Iteration 57, loss = 1.18600790
Iteration 58, loss = 0.81244884
Iteration 59, loss = 1.02471743
Iteration 60, loss = 1.07404414
Iteration 61, loss = 0.55172956
Iteration 62, loss = 1.36969018
Iteration 63, loss = 1.18201768
Iteration 64, loss = 0.79076297
Iteration 65, loss = 0.83206063
Iteration 66, loss = 1.14696807
Iteration 67, loss = 0.88130635
Iteration 68, loss = 0.74306646
Iteration 69, loss = 0.89985528
Iteration 70, loss = 0.88042033
Iteration 71, loss = 0.74242205
Iteration 72, loss = 0.77392876
Iteration 73, loss = 0.67677684
Iteration 74, loss = 0.87322914
Iteration 75, loss = 0.75102833
Iteration 76, loss = 0.87648343
Iteration 77, loss = 0.75603542
Iteration 78, loss = 0.77440311
Iteration 79, loss = 0.75512897
Iteration 80, loss = 0.74400180
Iteration 81, loss = 0.75104972
Iteration 82, loss = 0.72100116
Iteration 83, loss = 0.73236821
Iteration 84, loss = 0.70908853
Iteration 85, loss = 0.69701243
Iteration 86, loss = 0.69304226
Iteration 87, loss = 0.66430390
Iteration 88, loss = 0.63299191
Iteration 89, loss = 0.54815004
Iteration 90, loss = 0.42580599
Iteration 91, loss = 0.32673881
Iteration 92, loss = 0.78490451
Iteration 93, loss = 0.65570436
Iteration 94, loss = 0.90785415
Iteration 95, loss = 0.63820645
Iteration 96, loss = 0.58508285
Iteration 97, loss = 0.65600055
Iteration 98, loss = 0.42836953
Iteration 99, loss = 0.47158916
Iteration 100, loss = 0.51189525
Iteration 101, loss = 0.64842410
Iteration 102, loss = 0.51264756
Iteration 103, loss = 0.50457892
Iteration 104, loss = 0.68491491
Iteration 105, loss = 0.82978444
Iteration 106, loss = 1.11354446
Iteration 107, loss = 0.76925570
Iteration 108, loss = 1.03323302
Iteration 109, loss = 1.08285070
Iteration 110, loss = 0.77509022
Iteration 111, loss = 1.02480829
Iteration 112, loss = 0.92733261
Iteration 113, loss = 0.78866325
Iteration 114, loss = 0.93213392
Iteration 115, loss = 0.87578245
Iteration 116, loss = 0.79549085
Iteration 117, loss = 0.90190197
Iteration 118, loss = 0.83103896
Iteration 119, loss = 0.79800593
Iteration 120, loss = 0.86685964
Iteration 121, loss = 0.79162528
Iteration 122, loss = 0.79474280
Iteration 123, loss = 0.82706484
Iteration 124, loss = 0.76262819
Iteration 125, loss = 0.78355205
Iteration 126, loss = 0.78155137
Iteration 127, loss = 0.73715930
Iteration 128, loss = 0.73409148
Iteration 129, loss = 0.83094301
Iteration 130, loss = 0.76541160
Iteration 131, loss = 0.86973861
Iteration 132, loss = 0.78012290
Iteration 133, loss = 0.77144800
Iteration 134, loss = 0.82955561
Iteration 135, loss = 0.74480490
Iteration 136, loss = 0.76994114
Iteration 137, loss = 0.78520849
Iteration 138, loss = 0.71816594
Iteration 139, loss = 0.75752861
Iteration 140, loss = 0.74138143
Iteration 141, loss = 0.70368017
Iteration 142, loss = 0.73402514
Iteration 143, loss = 0.85091864
Iteration 144, loss = 0.73075416
Iteration 145, loss = 0.88283616
Iteration 146, loss = 0.77244935
Iteration 147, loss = 0.80748071
Iteration 148, loss = 0.82541561
Iteration 149, loss = 0.73015055
Iteration 150, loss = 0.77228457
Iteration 151, loss = 0.73991916
Iteration 152, loss = 0.73842495
Iteration 153, loss = 0.74913776
Iteration 154, loss = 0.72797847
Iteration 155, loss = 0.73127632
Iteration 156, loss = 0.72699393
Iteration 157, loss = 0.71424780
Iteration 158, loss = 0.54389069
Iteration 159, loss = 0.81453095
Iteration 160, loss = 0.73752648
Iteration 161, loss = 0.87868930
Iteration 162, loss = 0.76450294
Iteration 163, loss = 0.76329013
Iteration 164, loss = 0.83462237
Iteration 165, loss = 0.69107143
Iteration 166, loss = 0.78023210
Iteration 167, loss = 0.78113052
Iteration 168, loss = 0.72012546
Iteration 169, loss = 0.76132352
Iteration 170, loss = 0.76365612
Iteration 171, loss = 0.73461671
Iteration 172, loss = 0.75636907
Iteration 173, loss = 0.74058839
Iteration 174, loss = 0.72597692
Iteration 175, loss = 0.74019284
Iteration 176, loss = 0.71986255
Iteration 177, loss = 0.71828172
Iteration 178, loss = 0.72163970
Iteration 179, loss = 0.69479199
Iteration 180, loss = 1.11424049
Iteration 181, loss = 1.28048006
Iteration 182, loss = 1.32819743
Iteration 183, loss = 0.79691985
Iteration 184, loss = 1.02311687
Iteration 185, loss = 1.27628674
Iteration 186, loss = 0.92496847
Iteration 187, loss = 0.84568606
Iteration 188, loss = 1.14023128
Iteration 189, loss = 0.96361965
Iteration 190, loss = 0.78023865
Iteration 191, loss = 1.01271717
Iteration 192, loss = 0.94531155
Iteration 193, loss = 0.81348925
Iteration 194, loss = 0.92041781
Iteration 195, loss = 0.80996396
Iteration 196, loss = 0.78419052
Iteration 197, loss = 0.87597890
Iteration 198, loss = 0.80708744
Iteration 199, loss = 0.76078877
Iteration 200, loss = 0.80049053
Iteration 201, loss = 0.81384710
Iteration 202, loss = 0.74282151
Iteration 203, loss = 0.79371869
Iteration 204, loss = 0.79411357
Iteration 205, loss = 0.73666823
Iteration 206, loss = 0.76846319
Iteration 207, loss = 0.77500360
Iteration 208, loss = 0.73162022
Iteration 209, loss = 0.75275013
Iteration 210, loss = 0.76157427
Iteration 211, loss = 0.72959011
Iteration 212, loss = 0.74346515
Iteration 213, loss = 0.75131676
Iteration 214, loss = 0.72727324
Iteration 215, loss = 0.73615890
Iteration 216, loss = 0.74188176
Iteration 217, loss = 0.72312968
Iteration 218, loss = 0.72787184
Iteration 219, loss = 0.72857021
Iteration 220, loss = 0.67247557
Iteration 221, loss = 0.72343774
Iteration 222, loss = 0.72690693
Iteration 223, loss = 0.72887195
Iteration 224, loss = 0.74374885
