Iteration 1, loss = 0.69546790
Iteration 2, loss = 3.55478968
Iteration 3, loss = 0.79874210
Iteration 4, loss = 2.20543943
Iteration 5, loss = 1.92490119
Iteration 6, loss = 0.68996297
Iteration 7, loss = 2.43482648
Iteration 8, loss = 1.63635218
Iteration 9, loss = 1.03107430
Iteration 10, loss = 1.35518456
Iteration 11, loss = 1.34736006
Iteration 12, loss = 1.01023636
Iteration 13, loss = 0.79680326
Iteration 14, loss = 0.75673671
Iteration 15, loss = 0.83537512
Iteration 16, loss = 0.83256019
Iteration 17, loss = 0.86768888
Iteration 18, loss = 1.00310484
Iteration 19, loss = 0.98631171
Iteration 20, loss = 0.78065315
Iteration 21, loss = 0.81070728
Iteration 22, loss = 0.76658009
Iteration 23, loss = 1.16746116
Iteration 24, loss = 0.80866302
Iteration 25, loss = 1.10278409
Iteration 26, loss = 0.93179304
Iteration 27, loss = 1.11208574
Iteration 28, loss = 1.07330051
Iteration 29, loss = 0.87988015
Iteration 30, loss = 0.99269432
Iteration 31, loss = 0.84399235
Iteration 32, loss = 0.69701983
Iteration 33, loss = 1.01376003
Iteration 34, loss = 0.82337929
Iteration 35, loss = 0.92627811
Iteration 36, loss = 1.17718849
Iteration 37, loss = 0.79627402
Iteration 38, loss = 1.16293503
Iteration 39, loss = 1.17558759
Iteration 40, loss = 1.07755393
Iteration 41, loss = 0.96748351
Iteration 42, loss = 1.75980545
Iteration 43, loss = 1.44148903
Iteration 44, loss = 0.83969538
Iteration 45, loss = 1.18341889
Iteration 46, loss = 1.30342570
Iteration 47, loss = 0.90510785
Iteration 48, loss = 1.23885443
Iteration 49, loss = 0.98493041
Iteration 50, loss = 0.80172475
Iteration 51, loss = 0.79990226
Iteration 52, loss = 0.96546383
Iteration 53, loss = 0.89074372
Iteration 54, loss = 0.87657457
Iteration 55, loss = 0.82761227
Iteration 56, loss = 0.88863904
Iteration 57, loss = 0.74720469
Iteration 58, loss = 0.80474657
Iteration 59, loss = 0.82798710
