Iteration 1, loss = 0.73102514
Iteration 2, loss = 6.32187863
Iteration 3, loss = 2.63999536
Iteration 4, loss = 0.90029953
Iteration 5, loss = 2.03905442
Iteration 6, loss = 2.13154042
Iteration 7, loss = 1.46070409
Iteration 8, loss = 0.79484926
Iteration 9, loss = 1.49561580
Iteration 10, loss = 1.43079953
Iteration 11, loss = 1.14991850
Iteration 12, loss = 0.91008581
Iteration 13, loss = 0.89244631
Iteration 14, loss = 0.75073556
Iteration 15, loss = 0.77619088
Iteration 16, loss = 0.73306730
Iteration 17, loss = 0.79185866
Iteration 18, loss = 1.04241490
Iteration 19, loss = 0.78459729
Iteration 20, loss = 0.79842512
Iteration 21, loss = 0.77404854
Iteration 22, loss = 0.81690518
Iteration 23, loss = 0.77042849
Iteration 24, loss = 0.85207254
Iteration 25, loss = 0.80666378
Iteration 26, loss = 0.76328194
Iteration 27, loss = 0.79444031
Iteration 28, loss = 0.98145505
Iteration 29, loss = 0.78877676
Iteration 30, loss = 0.89558724
Iteration 31, loss = 0.79433748
Iteration 32, loss = 0.75916001
Iteration 33, loss = 0.75499719
Iteration 34, loss = 0.72018037
Iteration 35, loss = 0.79954395
Iteration 36, loss = 0.83291175
Iteration 37, loss = 0.79348798
Iteration 38, loss = 0.81930414
Iteration 39, loss = 1.28981029
Iteration 40, loss = 1.80348935
Iteration 41, loss = 1.27102695
Iteration 42, loss = 0.95955725
Iteration 43, loss = 1.14948419
Iteration 44, loss = 0.80552455
Iteration 45, loss = 1.25509426
Iteration 46, loss = 0.79033061
Iteration 47, loss = 0.83218222
Iteration 48, loss = 0.86455583
Iteration 49, loss = 2.00670071
Iteration 50, loss = 0.82020105
Iteration 51, loss = 0.80433922
Iteration 52, loss = 1.74778417
Iteration 53, loss = 0.99198452
Iteration 54, loss = 0.84640549
Iteration 55, loss = 1.33725711
Iteration 56, loss = 1.05552107
Iteration 57, loss = 0.83614664
Iteration 58, loss = 0.93857839
Iteration 59, loss = 0.93630927
Iteration 60, loss = 1.05148015
Iteration 61, loss = 1.09340093
Iteration 62, loss = 0.85842408
Iteration 63, loss = 0.95201857
Iteration 64, loss = 0.90824726
Iteration 65, loss = 0.89916831
Iteration 66, loss = 0.85672875
Iteration 67, loss = 0.89864022
Iteration 68, loss = 0.84810961
Iteration 69, loss = 0.85891502
Iteration 70, loss = 0.90425881
Iteration 71, loss = 0.96210428
Iteration 72, loss = 0.90271334
Iteration 73, loss = 0.84781858
Iteration 74, loss = 0.92358512
Iteration 75, loss = 0.78921039
Iteration 76, loss = 0.92130098
Iteration 77, loss = 0.80897515
Iteration 78, loss = 0.83372027
Iteration 79, loss = 0.81813335
Iteration 80, loss = 0.79486670
Iteration 81, loss = 0.81192074
Iteration 82, loss = 0.78250698
Iteration 83, loss = 0.85603412
Iteration 84, loss = 0.78238242
