Iteration 1, loss = 0.72027077
Iteration 2, loss = 3.71036012
Iteration 3, loss = 1.27029853
Iteration 4, loss = 0.75277492
Iteration 5, loss = 1.02966419
Iteration 6, loss = 1.19043358
Iteration 7, loss = 1.08928581
Iteration 8, loss = 0.69412802
Iteration 9, loss = 0.89372539
Iteration 10, loss = 0.69565943
Iteration 11, loss = 0.74164759
Iteration 12, loss = 0.76893649
Iteration 13, loss = 0.76497084
Iteration 14, loss = 0.75153068
Iteration 15, loss = 0.74636626
Iteration 16, loss = 0.75375973
Iteration 17, loss = 0.66564269
Iteration 18, loss = 0.79143290
Iteration 19, loss = 0.80254347
Iteration 20, loss = 0.73967357
Iteration 21, loss = 0.77551733
Iteration 22, loss = 0.75697709
Iteration 23, loss = 0.74286758
Iteration 24, loss = 0.74369998
Iteration 25, loss = 0.77234846
Iteration 26, loss = 0.75250368
Iteration 27, loss = 0.80023604
Iteration 28, loss = 0.73054861
Iteration 29, loss = 0.77728671
Iteration 30, loss = 0.76201257
Iteration 31, loss = 0.73452370
Iteration 32, loss = 1.11283773
Iteration 33, loss = 0.74038531
Iteration 34, loss = 0.74477213
Iteration 35, loss = 0.76866825
Iteration 36, loss = 0.77574192
Iteration 37, loss = 0.74095309
Iteration 38, loss = 0.54012754
Iteration 39, loss = 1.29419585
Iteration 40, loss = 0.72879690
Iteration 41, loss = 0.74593889
Iteration 42, loss = 0.76330954
Iteration 43, loss = 1.41405105
Iteration 44, loss = 0.81651916
Iteration 45, loss = 0.78040850
Iteration 46, loss = 0.76483515
Iteration 47, loss = 0.84362436
Iteration 48, loss = 0.80725357
Iteration 49, loss = 0.79600960
Iteration 50, loss = 0.83678939
Iteration 51, loss = 0.82570044
Iteration 52, loss = 0.96754859
Iteration 53, loss = 0.79218847
Iteration 54, loss = 0.95071517
Iteration 55, loss = 0.78254873
Iteration 56, loss = 0.84786813
Iteration 57, loss = 0.91194093
Iteration 58, loss = 0.79335234
Iteration 59, loss = 0.93822591
Iteration 60, loss = 0.90206629
Iteration 61, loss = 0.78807245
Iteration 62, loss = 0.86367229
Iteration 63, loss = 0.88145310
Iteration 64, loss = 0.78559815
Iteration 65, loss = 0.79777678
Iteration 66, loss = 0.84104307
Iteration 67, loss = 0.75287211
Iteration 68, loss = 0.73521393
Iteration 69, loss = 0.79277867
Iteration 70, loss = 0.76897924
Iteration 71, loss = 0.74905279
Iteration 72, loss = 0.78384441
Iteration 73, loss = 1.01354286
Iteration 74, loss = 0.79479286
Iteration 75, loss = 0.88007996
Iteration 76, loss = 0.72580851
Iteration 77, loss = 0.74514871
Iteration 78, loss = 0.75255999
Iteration 79, loss = 0.73998747
Iteration 80, loss = 0.74772617
Iteration 81, loss = 0.75148568
Iteration 82, loss = 0.73992044
Iteration 83, loss = 0.74179246
Iteration 84, loss = 0.69989016
Iteration 85, loss = 1.20847237
Iteration 86, loss = 0.69298700
Iteration 87, loss = 1.18693121
Iteration 88, loss = 0.91543558
Iteration 89, loss = 0.74722360
Iteration 90, loss = 0.82654532
Iteration 91, loss = 0.82754324
Iteration 92, loss = 0.75671669
Iteration 93, loss = 0.81668639
Iteration 94, loss = 0.81218533
Iteration 95, loss = 0.75278897
Iteration 96, loss = 0.79167694
Iteration 97, loss = 0.78500910
Iteration 98, loss = 0.73908940
Iteration 99, loss = 0.76696215
Iteration 100, loss = 0.75442155
Iteration 101, loss = 0.84493362
Iteration 102, loss = 0.73898069
Iteration 103, loss = 0.73354562
Iteration 104, loss = 0.73064943
Iteration 105, loss = 0.88982458
Iteration 106, loss = 0.86676675
Iteration 107, loss = 0.81426715
Iteration 108, loss = 0.86772791
Iteration 109, loss = 1.00477071
Iteration 110, loss = 1.13605110
Iteration 111, loss = 0.76667547
Iteration 112, loss = 1.25565400
Iteration 113, loss = 1.20147573
Iteration 114, loss = 0.73642121
Iteration 115, loss = 0.97902826
Iteration 116, loss = 1.04969241
Iteration 117, loss = 0.76241791
Iteration 118, loss = 0.85435967
Iteration 119, loss = 0.97795430
Iteration 120, loss = 0.78426508
Iteration 121, loss = 0.89526632
Iteration 122, loss = 0.78121016
Iteration 123, loss = 1.20185378
Iteration 124, loss = 0.72980680
Iteration 125, loss = 1.05196584
Iteration 126, loss = 1.03941646
Iteration 127, loss = 0.81263043
Iteration 128, loss = 0.77821747
Iteration 129, loss = 0.93642163
Iteration 130, loss = 0.87756648
Iteration 131, loss = 0.74393430
Iteration 132, loss = 0.82991398
Iteration 133, loss = 0.87085195
Iteration 134, loss = 0.76028585
Iteration 135, loss = 0.75560829
Iteration 136, loss = 0.82868674
Iteration 137, loss = 0.77979262
Iteration 138, loss = 0.72821634
Iteration 139, loss = 0.86780530
Iteration 140, loss = 0.74792855
Iteration 141, loss = 0.73018980
Iteration 142, loss = 0.76464832
Iteration 143, loss = 0.75576949
Iteration 144, loss = 0.72840017
Iteration 145, loss = 0.74633632
Iteration 146, loss = 0.75217049
Iteration 147, loss = 0.72817798
Iteration 148, loss = 0.73192685
Iteration 149, loss = 0.74369755
Iteration 150, loss = 0.72832507
Iteration 151, loss = 0.72330313
Iteration 152, loss = 0.73447432
