Iteration 1, loss = 0.71472625
Iteration 2, loss = 0.94728145
Iteration 3, loss = 4.26815342
Iteration 4, loss = 1.93218043
Iteration 5, loss = 1.26290608
Iteration 6, loss = 2.04668540
Iteration 7, loss = 0.79124186
Iteration 8, loss = 1.02703959
Iteration 9, loss = 1.85375883
Iteration 10, loss = 0.90883567
Iteration 11, loss = 1.63878960
Iteration 12, loss = 0.89620238
Iteration 13, loss = 1.38005389
Iteration 14, loss = 1.03232840
Iteration 15, loss = 1.34230192
Iteration 16, loss = 1.31048556
Iteration 17, loss = 0.86956119
Iteration 18, loss = 1.26435120
Iteration 19, loss = 0.89374616
Iteration 20, loss = 1.14198424
Iteration 21, loss = 1.16927544
Iteration 22, loss = 0.59009660
Iteration 23, loss = 0.82166610
Iteration 24, loss = 0.86318184
Iteration 25, loss = 2.50173560
Iteration 26, loss = 0.82072455
Iteration 27, loss = 2.17184051
Iteration 28, loss = 1.02209375
Iteration 29, loss = 1.10820431
Iteration 30, loss = 1.32047796
Iteration 31, loss = 0.93979837
Iteration 32, loss = 0.94529349
Iteration 33, loss = 0.94298266
Iteration 34, loss = 0.93381368
Iteration 35, loss = 0.92666054
Iteration 36, loss = 0.90854069
Iteration 37, loss = 0.90411611
Iteration 38, loss = 0.88262726
Iteration 39, loss = 1.27473573
Iteration 40, loss = 1.55092635
Iteration 41, loss = 0.97753686
Iteration 42, loss = 1.04662071
Iteration 43, loss = 0.87256083
Iteration 44, loss = 0.77935454
Iteration 45, loss = 0.93008893
Iteration 46, loss = 0.97439097
Iteration 47, loss = 0.95548244
Iteration 48, loss = 1.16387080
Iteration 49, loss = 0.88574679
Iteration 50, loss = 0.87180902
Iteration 51, loss = 1.05048236
Iteration 52, loss = 1.02860582
Iteration 53, loss = 1.21274116
Iteration 54, loss = 1.31005214
Iteration 55, loss = 0.86235369
Iteration 56, loss = 1.23489273
Iteration 57, loss = 1.00680976
Iteration 58, loss = 1.49475892
Iteration 59, loss = 0.81096638
Iteration 60, loss = 1.20922234
Iteration 61, loss = 0.85375535
Iteration 62, loss = 0.83222084
Iteration 63, loss = 0.93601044
Iteration 64, loss = 0.92698837
Iteration 65, loss = 0.93000860
Iteration 66, loss = 0.86945012
Iteration 67, loss = 1.02520910
Iteration 68, loss = 0.95580824
Iteration 69, loss = 0.89445413
Iteration 70, loss = 0.92055707
Iteration 71, loss = 1.04238494
Iteration 72, loss = 0.89175732
Iteration 73, loss = 1.00389840
Iteration 74, loss = 0.62785751
Iteration 75, loss = 1.23611113
Iteration 76, loss = 1.02143346
Iteration 77, loss = 0.98458653
Iteration 78, loss = 1.15927948
Iteration 79, loss = 0.87685406
Iteration 80, loss = 1.06477873
Iteration 81, loss = 0.99265433
Iteration 82, loss = 0.87977009
Iteration 83, loss = 0.84684068
Iteration 84, loss = 0.87285352
Iteration 85, loss = 0.83814445
Iteration 86, loss = 0.86396395
Iteration 87, loss = 0.83607017
Iteration 88, loss = 0.88883619
Iteration 89, loss = 0.83082672
Iteration 90, loss = 0.95269572
Iteration 91, loss = 0.82770774
Iteration 92, loss = 1.00453000
Iteration 93, loss = 1.49255036
Iteration 94, loss = 0.93626677
Iteration 95, loss = 1.06712346
Iteration 96, loss = 0.92892385
Iteration 97, loss = 0.85119773
Iteration 98, loss = 0.90526274
Iteration 99, loss = 1.03912496
Iteration 100, loss = 1.08004320
Iteration 101, loss = 0.91578405
Iteration 102, loss = 1.05086636
Iteration 103, loss = 0.91029860
