Iteration 1, loss = 0.70367282
Iteration 2, loss = 0.86281761
Iteration 3, loss = 1.12162287
Iteration 4, loss = 0.76805781
Iteration 5, loss = 0.58745777
Iteration 6, loss = 0.95202184
Iteration 7, loss = 0.42565252
Iteration 8, loss = 0.54835760
Iteration 9, loss = 0.51678265
Iteration 10, loss = 0.62599676
Iteration 11, loss = 0.64276444
Iteration 12, loss = 0.63201223
Iteration 13, loss = 0.63741207
Iteration 14, loss = 0.65624937
Iteration 15, loss = 0.60482205
Iteration 16, loss = 0.56854694
Iteration 17, loss = 0.55469419
Iteration 18, loss = 0.54815099
Iteration 19, loss = 0.67181919
Iteration 20, loss = 0.44250115
Iteration 21, loss = 0.46244816
Iteration 22, loss = 0.53855221
Iteration 23, loss = 0.55670386
Iteration 24, loss = 0.49200913
Iteration 25, loss = 0.58398814
Iteration 26, loss = 0.54421524
Iteration 27, loss = 0.56783710
Iteration 28, loss = 0.54684773
Iteration 29, loss = 0.52123680
Iteration 30, loss = 0.45274905
Iteration 31, loss = 0.42448241
Iteration 32, loss = 0.40964692
Iteration 33, loss = 0.45672495
Iteration 34, loss = 0.40236941
Iteration 35, loss = 0.45664421
Iteration 36, loss = 0.39649043
Iteration 37, loss = 0.40665699
Iteration 38, loss = 0.36888052
Iteration 39, loss = 0.37643236
Iteration 40, loss = 0.35928574
Iteration 41, loss = 0.34403179
Iteration 42, loss = 0.33782931
Iteration 43, loss = 0.32068836
Iteration 44, loss = 0.29389220
Iteration 45, loss = 0.28866809
Iteration 46, loss = 0.24530352
Iteration 47, loss = 0.26574033
Iteration 48, loss = 0.27670481
Iteration 49, loss = 0.23994484
Iteration 50, loss = 0.26916791
Iteration 51, loss = 0.22380494
Iteration 52, loss = 0.22369516
Iteration 53, loss = 0.23073104
Iteration 54, loss = 0.20752598
Iteration 55, loss = 0.22116689
Iteration 56, loss = 0.19762146
Iteration 57, loss = 0.19655053
Iteration 58, loss = 0.19598703
Iteration 59, loss = 0.17788253
Iteration 60, loss = 0.17659877
Iteration 61, loss = 0.18818184
Iteration 62, loss = 0.16220421
Iteration 63, loss = 0.16887734
Iteration 64, loss = 0.16590253
Iteration 65, loss = 0.16315936
Iteration 66, loss = 0.15378251
Iteration 67, loss = 0.14724248
Iteration 68, loss = 0.14617278
Iteration 69, loss = 0.15547850
Iteration 70, loss = 0.13967175
Iteration 71, loss = 0.13589226
Iteration 72, loss = 0.14263915
Iteration 73, loss = 0.14192086
Iteration 74, loss = 0.13308568
Iteration 75, loss = 0.11648927
Iteration 76, loss = 0.12081499
Iteration 77, loss = 0.12682867
Iteration 78, loss = 0.12349144
Iteration 79, loss = 0.15603448
Iteration 80, loss = 0.13419966
Iteration 81, loss = 0.20691700
Iteration 82, loss = 0.46092269
Iteration 83, loss = 0.19724447
Iteration 84, loss = 0.21920341
Iteration 85, loss = 0.20712715
Iteration 86, loss = 0.14341142
Iteration 87, loss = 0.17594720
Iteration 88, loss = 0.20511912
Iteration 89, loss = 0.17411743
Iteration 90, loss = 0.18817361
Iteration 91, loss = 0.13871783
Iteration 92, loss = 0.19550001
Iteration 93, loss = 0.14697834
Iteration 94, loss = 0.17966965
Iteration 95, loss = 0.13930439
Iteration 96, loss = 0.17712106
Iteration 97, loss = 0.13435315
Iteration 98, loss = 0.16053022
Iteration 99, loss = 0.14903585
Iteration 100, loss = 0.13463520
Iteration 101, loss = 0.13071864
Iteration 102, loss = 0.14040597
Iteration 103, loss = 0.12151011
Iteration 104, loss = 0.14074631
Iteration 105, loss = 0.11246597
Iteration 106, loss = 0.13363236
Iteration 107, loss = 0.11005480
Iteration 108, loss = 0.13150716
Iteration 109, loss = 0.10874991
Iteration 110, loss = 0.11784108
Iteration 111, loss = 0.10728441
Iteration 112, loss = 0.10746011
Iteration 113, loss = 0.10504710
Iteration 114, loss = 0.09726826
Iteration 115, loss = 0.10238263
Iteration 116, loss = 0.09197962
Iteration 117, loss = 0.10164559
Iteration 118, loss = 0.09287476
Iteration 119, loss = 0.08869249
Iteration 120, loss = 0.09618405
Iteration 121, loss = 0.08121539
Iteration 122, loss = 0.08056910
Iteration 123, loss = 0.08853980
Iteration 124, loss = 0.09848239
Iteration 125, loss = 0.10363797
Iteration 126, loss = 0.07679173
Iteration 127, loss = 0.10239553
Iteration 128, loss = 0.09240095
Iteration 129, loss = 0.09090084
Iteration 130, loss = 0.09744846
Iteration 131, loss = 0.08165037
Iteration 132, loss = 0.10490869
Iteration 133, loss = 0.08935611
Iteration 134, loss = 0.09714445
Iteration 135, loss = 0.11177759
Iteration 136, loss = 0.07813948
Iteration 137, loss = 0.09124572
Iteration 138, loss = 0.07831396
Iteration 139, loss = 0.08225035
Iteration 140, loss = 0.09151895
Iteration 141, loss = 0.07393625
Iteration 142, loss = 0.09277624
Iteration 143, loss = 0.09123217
Iteration 144, loss = 0.07497060
Iteration 145, loss = 0.07448631
Iteration 146, loss = 0.08170729
Iteration 147, loss = 0.06932551
Iteration 148, loss = 0.09072840
Iteration 149, loss = 0.08129341
Iteration 150, loss = 0.06597750
Iteration 151, loss = 0.09065997
Iteration 152, loss = 0.08409211
Iteration 153, loss = 0.06625521
Iteration 154, loss = 0.08788289
Iteration 155, loss = 0.11586886
Iteration 156, loss = 0.08804911
Iteration 157, loss = 0.06361913
Iteration 158, loss = 0.07533128
Iteration 159, loss = 0.07088027
Iteration 160, loss = 0.08045084
Iteration 161, loss = 0.07706775
Iteration 162, loss = 0.06563107
Iteration 163, loss = 0.06984238
Iteration 164, loss = 0.06725467
Iteration 165, loss = 0.06829830
Iteration 166, loss = 0.07201289
Iteration 167, loss = 0.06212947
Iteration 168, loss = 0.05889489
Iteration 169, loss = 0.06186955
Iteration 170, loss = 0.06421453
Iteration 171, loss = 0.06370834
Iteration 172, loss = 0.06259201
Iteration 173, loss = 0.06176435
Iteration 174, loss = 0.06031261
Iteration 175, loss = 0.05822859
Iteration 176, loss = 0.05883175
Iteration 177, loss = 0.05916973
Iteration 178, loss = 0.05878885
Iteration 179, loss = 0.05792967
Iteration 180, loss = 0.05697911
Iteration 181, loss = 0.05624690
Iteration 182, loss = 0.05629566
Iteration 183, loss = 0.05669752
Iteration 184, loss = 0.05879605
Iteration 185, loss = 0.05904636
Iteration 186, loss = 0.06235656
Iteration 187, loss = 0.06122936
Iteration 188, loss = 0.05799958
Iteration 189, loss = 0.06026063
Iteration 190, loss = 0.06188852
Iteration 191, loss = 0.06018614
Iteration 192, loss = 0.05840554
Iteration 193, loss = 0.05684929
Iteration 194, loss = 0.05664785
Iteration 195, loss = 0.05715051
Iteration 196, loss = 0.05593157
Iteration 197, loss = 0.05546285
Iteration 198, loss = 0.05554892
Iteration 199, loss = 0.05611681
Iteration 200, loss = 0.05314356
Iteration 201, loss = 0.05211262
Iteration 202, loss = 0.05260660
Iteration 203, loss = 0.05039103
Iteration 204, loss = 0.05156639
Iteration 205, loss = 0.05925606
Iteration 206, loss = 0.06294195
