Iteration 1, loss = 0.70168666
Iteration 2, loss = 5.52349379
Iteration 3, loss = 1.15767669
Iteration 4, loss = 1.39020265
Iteration 5, loss = 1.78327728
Iteration 6, loss = 1.48482333
Iteration 7, loss = 1.05976766
Iteration 8, loss = 0.59629879
Iteration 9, loss = 1.49492561
Iteration 10, loss = 0.79428587
Iteration 11, loss = 0.95087139
Iteration 12, loss = 0.88502608
Iteration 13, loss = 0.77850028
Iteration 14, loss = 0.74378769
Iteration 15, loss = 0.97568285
Iteration 16, loss = 0.77949431
Iteration 17, loss = 0.80277386
Iteration 18, loss = 0.86259133
Iteration 19, loss = 0.82005798
Iteration 20, loss = 0.98089306
Iteration 21, loss = 1.12047928
Iteration 22, loss = 0.76785939
Iteration 23, loss = 0.84006434
Iteration 24, loss = 0.84894556
Iteration 25, loss = 0.76974839
Iteration 26, loss = 0.80279150
Iteration 27, loss = 0.86444205
Iteration 28, loss = 0.80455858
Iteration 29, loss = 0.77911869
Iteration 30, loss = 0.95248412
Iteration 31, loss = 1.04158856
Iteration 32, loss = 0.88258418
Iteration 33, loss = 0.81504366
Iteration 34, loss = 0.79724962
Iteration 35, loss = 0.77521555
Iteration 36, loss = 0.76320468
Iteration 37, loss = 0.76530133
Iteration 38, loss = 0.70955606
Iteration 39, loss = 0.77847082
Iteration 40, loss = 0.76469341
Iteration 41, loss = 0.78853787
Iteration 42, loss = 0.75608419
Iteration 43, loss = 0.73652134
Iteration 44, loss = 0.87616335
Iteration 45, loss = 0.77290722
Iteration 46, loss = 0.89027474
Iteration 47, loss = 0.76618956
Iteration 48, loss = 0.81868446
Iteration 49, loss = 0.81646471
Iteration 50, loss = 0.75482017
Iteration 51, loss = 0.80494779
Iteration 52, loss = 0.74457860
Iteration 53, loss = 1.13798225
Iteration 54, loss = 0.79244739
Iteration 55, loss = 0.90373315
Iteration 56, loss = 1.00564085
Iteration 57, loss = 0.71086005
Iteration 58, loss = 0.96760957
Iteration 59, loss = 0.93732993
Iteration 60, loss = 0.70376067
Iteration 61, loss = 1.08427487
Iteration 62, loss = 1.02049713
Iteration 63, loss = 0.70780350
Iteration 64, loss = 0.78908028
Iteration 65, loss = 0.94729387
Iteration 66, loss = 0.79204789
Iteration 67, loss = 0.70070229
Iteration 68, loss = 0.53854104
Iteration 69, loss = 0.73021749
Iteration 70, loss = 0.96686922
Iteration 71, loss = 0.78982968
Iteration 72, loss = 0.80678609
Iteration 73, loss = 1.28342974
Iteration 74, loss = 0.72959644
Iteration 75, loss = 0.75102353
Iteration 76, loss = 0.91447659
Iteration 77, loss = 0.89725129
Iteration 78, loss = 0.85443090
Iteration 79, loss = 0.74937506
Iteration 80, loss = 0.66106585
Iteration 81, loss = 0.76097693
Iteration 82, loss = 0.77726494
Iteration 83, loss = 0.80568189
Iteration 84, loss = 1.01844650
Iteration 85, loss = 0.86964214
Iteration 86, loss = 0.99258875
Iteration 87, loss = 0.80765021
Iteration 88, loss = 1.09079590
Iteration 89, loss = 0.97324205
Iteration 90, loss = 0.72783790
Iteration 91, loss = 0.85355674
Iteration 92, loss = 0.76577465
Iteration 93, loss = 0.85564005
Iteration 94, loss = 0.79729350
Iteration 95, loss = 0.83535310
Iteration 96, loss = 0.75790457
Iteration 97, loss = 1.04334478
Iteration 98, loss = 0.76346258
Iteration 99, loss = 1.29483386
