Iteration 1, loss = 0.70379086
Iteration 2, loss = 1.99368074
Iteration 3, loss = 1.05169350
Iteration 4, loss = 0.75144902
Iteration 5, loss = 0.95726027
Iteration 6, loss = 1.02289151
Iteration 7, loss = 0.96345790
Iteration 8, loss = 0.84587906
Iteration 9, loss = 0.74821206
Iteration 10, loss = 0.72560312
Iteration 11, loss = 0.76877627
Iteration 12, loss = 0.81351871
Iteration 13, loss = 1.19791193
Iteration 14, loss = 0.79115419
Iteration 15, loss = 0.70897531
Iteration 16, loss = 0.70120946
Iteration 17, loss = 0.73338362
Iteration 18, loss = 0.77584931
Iteration 19, loss = 0.79698556
Iteration 20, loss = 0.78089795
Iteration 21, loss = 0.68800849
Iteration 22, loss = 0.83279641
Iteration 23, loss = 0.69019160
Iteration 24, loss = 0.69806574
Iteration 25, loss = 0.70142922
Iteration 26, loss = 0.70462806
Iteration 27, loss = 0.70573256
Iteration 28, loss = 0.70842095
Iteration 29, loss = 0.71006743
Iteration 30, loss = 0.70523421
Iteration 31, loss = 0.95127195
Iteration 32, loss = 0.76571442
Iteration 33, loss = 0.59618791
Iteration 34, loss = 0.63937386
Iteration 35, loss = 0.81166892
Iteration 36, loss = 0.70011512
Iteration 37, loss = 0.71617753
Iteration 38, loss = 0.73768719
Iteration 39, loss = 0.72363167
Iteration 40, loss = 0.74264251
Iteration 41, loss = 0.79409565
Iteration 42, loss = 0.72565456
Iteration 43, loss = 0.75167479
Iteration 44, loss = 0.73647141
Iteration 45, loss = 0.71760465
Iteration 46, loss = 0.72951446
Iteration 47, loss = 0.87658201
Iteration 48, loss = 0.67928957
Iteration 49, loss = 0.55619186
Iteration 50, loss = 1.13417391
Iteration 51, loss = 0.72389473
Iteration 52, loss = 0.75631940
Iteration 53, loss = 0.74387237
Iteration 54, loss = 0.72801423
Iteration 55, loss = 0.74288313
Iteration 56, loss = 0.75628545
Iteration 57, loss = 0.74401455
Iteration 58, loss = 0.73204999
Iteration 59, loss = 0.74068581
Iteration 60, loss = 0.74803279
Iteration 61, loss = 0.73835516
Iteration 62, loss = 0.73065957
Iteration 63, loss = 0.73604362
Iteration 64, loss = 0.73881136
Iteration 65, loss = 0.72968183
Iteration 66, loss = 0.72299271
Iteration 67, loss = 0.72557614
Iteration 68, loss = 0.72498470
Iteration 69, loss = 0.71710361
Iteration 70, loss = 0.71248745
Iteration 71, loss = 0.70347414
Iteration 72, loss = 0.91032189
Iteration 73, loss = 0.71342494
Iteration 74, loss = 0.65303401
Iteration 75, loss = 0.83277982
Iteration 76, loss = 0.78729929
Iteration 77, loss = 0.72256241
Iteration 78, loss = 0.75854822
Iteration 79, loss = 0.80648122
Iteration 80, loss = 0.77635797
Iteration 81, loss = 0.72820354
Iteration 82, loss = 0.74341506
Iteration 83, loss = 0.77446600
Iteration 84, loss = 0.75508007
Iteration 85, loss = 0.71963206
Iteration 86, loss = 0.72521034
Iteration 87, loss = 0.74593324
Iteration 88, loss = 0.73469574
Iteration 89, loss = 0.71040221
Iteration 90, loss = 0.71333000
Iteration 91, loss = 0.72871642
Iteration 92, loss = 0.72244312
Iteration 93, loss = 0.70645030
Iteration 94, loss = 0.70837516
Iteration 95, loss = 0.71847530
Iteration 96, loss = 0.71423522
Iteration 97, loss = 0.70369623
Iteration 98, loss = 0.70527760
Iteration 99, loss = 0.71192286
Iteration 100, loss = 0.70862067
Iteration 101, loss = 0.70165769
Iteration 102, loss = 0.70312941
Iteration 103, loss = 0.70717525
Iteration 104, loss = 0.70408314
