Iteration 1, loss = 0.82584233
Iteration 2, loss = 4.22286569
Iteration 3, loss = 0.83487588
Iteration 4, loss = 3.88583969
Iteration 5, loss = 3.08317501
Iteration 6, loss = 2.05316205
Iteration 7, loss = 0.75696869
Iteration 8, loss = 1.97069323
Iteration 9, loss = 1.96027471
Iteration 10, loss = 1.57413971
Iteration 11, loss = 0.90366298
Iteration 12, loss = 1.10445119
Iteration 13, loss = 1.41168278
Iteration 14, loss = 1.35964637
Iteration 15, loss = 0.96929474
Iteration 16, loss = 0.80673512
Iteration 17, loss = 0.92337694
Iteration 18, loss = 0.81186400
Iteration 19, loss = 0.80364152
Iteration 20, loss = 0.67900475
Iteration 21, loss = 0.76984134
Iteration 22, loss = 0.80450554
Iteration 23, loss = 0.90965678
Iteration 24, loss = 0.88540716
Iteration 25, loss = 0.79698478
Iteration 26, loss = 0.87512201
Iteration 27, loss = 0.88467515
Iteration 28, loss = 0.80574895
Iteration 29, loss = 0.84325366
Iteration 30, loss = 0.86813724
Iteration 31, loss = 0.79870500
Iteration 32, loss = 0.82097925
Iteration 33, loss = 0.80107966
Iteration 34, loss = 0.78611908
Iteration 35, loss = 0.99729823
Iteration 36, loss = 0.89956558
Iteration 37, loss = 0.65802456
Iteration 38, loss = 1.25086011
Iteration 39, loss = 0.68282333
Iteration 40, loss = 1.00287368
Iteration 41, loss = 0.84445572
Iteration 42, loss = 0.76221006
Iteration 43, loss = 2.25524707
Iteration 44, loss = 1.54360415
Iteration 45, loss = 2.00629105
Iteration 46, loss = 2.54945129
Iteration 47, loss = 0.86148955
Iteration 48, loss = 0.79501833
Iteration 49, loss = 0.85898127
Iteration 50, loss = 0.80249851
Iteration 51, loss = 1.41047978
Iteration 52, loss = 1.74444361
Iteration 53, loss = 0.77194590
Iteration 54, loss = 0.84262869
Iteration 55, loss = 0.86256904
Iteration 56, loss = 0.86481781
Iteration 57, loss = 0.78590138
Iteration 58, loss = 0.92156439
Iteration 59, loss = 0.90609801
Iteration 60, loss = 0.97679788
Iteration 61, loss = 0.87771401
Iteration 62, loss = 0.92882738
Iteration 63, loss = 0.91206249
Iteration 64, loss = 0.85673345
Iteration 65, loss = 0.92277016
Iteration 66, loss = 1.00892250
Iteration 67, loss = 0.86614600
Iteration 68, loss = 1.54621120
Iteration 69, loss = 1.12531107
Iteration 70, loss = 0.91345460
Iteration 71, loss = 1.55749827
Iteration 72, loss = 1.12732536
Iteration 73, loss = 1.00789878
Iteration 74, loss = 1.29502454
Iteration 75, loss = 0.96343783
Iteration 76, loss = 0.88026289
Iteration 77, loss = 1.11228999
Iteration 78, loss = 1.25639853
Iteration 79, loss = 0.97624568
Iteration 80, loss = 0.92621300
Iteration 81, loss = 0.76553230
Iteration 82, loss = 0.83941059
Iteration 83, loss = 0.82081795
Iteration 84, loss = 0.78762136
Iteration 85, loss = 0.83546524
Iteration 86, loss = 0.80425960
Iteration 87, loss = 1.82112970
Iteration 88, loss = 0.78594449
Iteration 89, loss = 1.01616999
Iteration 90, loss = 0.95084449
Iteration 91, loss = 0.80372280
Iteration 92, loss = 0.97799817
Iteration 93, loss = 0.89825349
Iteration 94, loss = 0.81555142
Iteration 95, loss = 0.93618290
Iteration 96, loss = 0.84210692
Iteration 97, loss = 0.77135194
Iteration 98, loss = 1.25144624
Iteration 99, loss = 1.18991454
Iteration 100, loss = 1.03071711
Iteration 101, loss = 1.30714480
Iteration 102, loss = 0.88883969
Iteration 103, loss = 1.02561908
Iteration 104, loss = 1.19610294
Iteration 105, loss = 0.84872294
Iteration 106, loss = 0.99478533
Iteration 107, loss = 1.07883735
Iteration 108, loss = 0.78541162
Iteration 109, loss = 1.04948229
Iteration 110, loss = 0.98076782
Iteration 111, loss = 0.77293818
Iteration 112, loss = 1.03128515
Iteration 113, loss = 0.86268987
Iteration 114, loss = 0.78077876
Iteration 115, loss = 0.90904555
Iteration 116, loss = 0.78755027
Iteration 117, loss = 1.19031881
Iteration 118, loss = 0.88414949
Iteration 119, loss = 0.88506115
Iteration 120, loss = 0.73554852
Iteration 121, loss = 0.79415215
Iteration 122, loss = 0.81802247
Iteration 123, loss = 1.26744077
Iteration 124, loss = 0.83440172
Iteration 125, loss = 1.00882582
Iteration 126, loss = 1.16710718
Iteration 127, loss = 0.79425117
Iteration 128, loss = 0.91462346
Iteration 129, loss = 0.95305209
Iteration 130, loss = 0.95080404
Iteration 131, loss = 1.39549110
Iteration 132, loss = 1.39875478
Iteration 133, loss = 0.78471684
Iteration 134, loss = 1.08245305
Iteration 135, loss = 1.01999504
Iteration 136, loss = 0.80259482
Iteration 137, loss = 1.03032559
Iteration 138, loss = 0.93614989
Iteration 139, loss = 0.85351590
Iteration 140, loss = 0.90377929
Iteration 141, loss = 0.82251612
Iteration 142, loss = 0.83459780
Iteration 143, loss = 0.87330610
Iteration 144, loss = 0.79893769
Iteration 145, loss = 0.83486226
Iteration 146, loss = 0.82825280
Iteration 147, loss = 0.78442844
Iteration 148, loss = 0.82273264
Iteration 149, loss = 0.79277409
Iteration 150, loss = 0.78247420
Iteration 151, loss = 0.80488622
Iteration 152, loss = 0.77160529
Iteration 153, loss = 0.78357466
Iteration 154, loss = 0.78345720
Iteration 155, loss = 0.76007221
Iteration 156, loss = 0.81531742
Iteration 157, loss = 0.76204439
Iteration 158, loss = 0.79542111
Iteration 159, loss = 0.78270954
Iteration 160, loss = 0.76454462
Iteration 161, loss = 0.78933392
Iteration 162, loss = 0.75462369
Iteration 163, loss = 0.77058806
Iteration 164, loss = 0.75783242
Iteration 165, loss = 0.76486513
Iteration 166, loss = 0.75048300
Iteration 167, loss = 0.76093670
Iteration 168, loss = 0.75994420
Iteration 169, loss = 0.76550223
Iteration 170, loss = 0.76342118
Iteration 171, loss = 0.76195663
Iteration 172, loss = 0.76169592
Iteration 173, loss = 0.75663456
Iteration 174, loss = 0.75653967
Iteration 175, loss = 0.75263741
Iteration 176, loss = 0.75150964
Iteration 177, loss = 0.75046845
Iteration 178, loss = 0.74754247
Iteration 179, loss = 0.74816095
Iteration 180, loss = 0.74285789
Iteration 181, loss = 0.79056212
Iteration 182, loss = 0.76325200
Iteration 183, loss = 0.78758527
Iteration 184, loss = 0.75183884
Iteration 185, loss = 0.77581767
Iteration 186, loss = 0.75854382
Iteration 187, loss = 0.73969980
Iteration 188, loss = 0.74389865
Iteration 189, loss = 0.73368659
Iteration 190, loss = 0.81396731
Iteration 191, loss = 0.78965245
Iteration 192, loss = 0.82265893
Iteration 193, loss = 0.76113948
Iteration 194, loss = 0.81492419
Iteration 195, loss = 0.77463474
Iteration 196, loss = 0.74830668
Iteration 197, loss = 0.75098269
Iteration 198, loss = 0.75439529
Iteration 199, loss = 0.72973614
Iteration 200, loss = 0.75715357
Iteration 201, loss = 0.75610331
Iteration 202, loss = 0.75756668
Iteration 203, loss = 0.75432069
Iteration 204, loss = 0.75416083
Iteration 205, loss = 0.75023128
Iteration 206, loss = 0.74959457
Iteration 207, loss = 0.74581670
Iteration 208, loss = 0.74543109
Iteration 209, loss = 0.74289540
Iteration 210, loss = 0.74152149
Iteration 211, loss = 0.73795993
Iteration 212, loss = 0.70306374
Iteration 213, loss = 0.63846713
Iteration 214, loss = 0.81269807
Iteration 215, loss = 0.75909066
Iteration 216, loss = 0.81274423
Iteration 217, loss = 0.77015672
Iteration 218, loss = 0.79808052
Iteration 219, loss = 0.76923808
Iteration 220, loss = 0.77608025
Iteration 221, loss = 0.76661703
Iteration 222, loss = 0.76825952
Iteration 223, loss = 0.75196051
Iteration 224, loss = 0.77944450
Iteration 225, loss = 0.76307136
Iteration 226, loss = 0.77443624
Iteration 227, loss = 0.75884008
Iteration 228, loss = 0.76720880
Iteration 229, loss = 0.75678879
Iteration 230, loss = 0.76355348
Iteration 231, loss = 0.75791120
Iteration 232, loss = 0.76239012
Iteration 233, loss = 0.75891347
